playlist_name,tvg_id,status,future_horizon_hours,last_programme_utc,programme_count
Дикая рыбалка HD,Xdikaya-rybalka-hd,OK,96.08,2026-09-06T21:55:00+00:00,428
Continent E,Xcontinent-e,OK,95.58,2026-09-06T21:25:00+00:00,374
Трофей HD,Xtrofey,OK,95.67,2026-09-06T21:30:00+00:00,391
Загородная Жизнь,Xzagorodnaya-zhizn,OK,96.0,2026-09-06T21:50:00+00:00,575
Загородный,Xzagorodny,OK,95.45,2026-09-06T21:17:00+00:00,424
Усадьба,Xusadba,OK,96.08,2026-09-06T21:55:00+00:00,696
6 соток,X6sotok,OK,95.82,2026-09-06T21:39:00+00:00,574
Дача HD,Xdacha,OK,101.0,2026-09-07T02:50:00+00:00,383
Дикий,Xdikiy,OK,95.25,2026-09-06T21:05:00+00:00,381
Арсенал HD,Xarsenaltv,OK,95.17,2026-09-06T21:00:00+00:00,291
Мужской,Xmuzhskoy,OK,95.92,2026-09-06T21:45:00+00:00,566
Наука 2.0,Xnauka-20,OK,100.42,2026-09-07T02:15:00+00:00,374
Моя Планета,Xmoya-planeta,OK,95.5,2026-09-06T21:20:00+00:00,378
Планета HD,Xmoya-planeta,OK,95.5,2026-09-06T21:20:00+00:00,378
