playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence
Блокбастер HD,Xblokbaster,Xblokbaster,Кино,,epgone-ru2,2832,name,90
Lost HD,,4772,Кино,,epgone-ru2,4772,name,90
Матч ТВ,Xmatch-tv,Xmatch-tv,Спорт,,epgone-ru2,2051,name,90
Setanta Sports HD MD,,7244,Спорт,,epgone-ru2,7244,name,90
Sport 1 UA,Xsport1-ua,Xsport1-ua,Спорт,,epgone-ru2,3317,name,90
Sport 2 UA,Xsport2-ua,Xsport2-ua,Спорт,,epgone-ru2,3318,name,90
Авто 24,Xavto24,Xavto24,Спорт,,epgone-ru2,2008,name,90
BOX SportCast Live 2 HD,Xbox-sportcast-live2,Xbox-sportcast-live2,Спорт,,epgone-ru2,7891,name,90
BOX SportCast Live 3 HD,Xbox-sportcast-live3,Xbox-sportcast-live3,Спорт,,epgone-ru2,7892,name,90
BOX SportCast Live 4 HD,Xbox-sportcast-live4,Xbox-sportcast-live4,Спорт,,epgone-ru2,7893,name,90
BOX SportCast Live 5 HD,Xbox-sportcast-live5,Xbox-sportcast-live5,Спорт,,epgone-ru2,7894,name,90
BOX SportCast Live 6 HD,Xbox-sportcast-live6,Xbox-sportcast-live6,Спорт,,epgone-ru2,8829,name,90
BOX SportCast Live 7 HD,Xbox-sportcast-live7,Xbox-sportcast-live7,Спорт,,epgone-ru2,8830,name,90
Планета HD,Xmoya-planeta,Xmoya-planeta,Познавательные,,epgone-ru2,675,name,90
ЕГЭ ТВ,Xege-tv,Xege-tv,Познавательные,,epgone-ru2,2420,name,90
Т24,Xtexno-24,Xtexno-24,Познавательные,,epgone-ru2,2762,name,90
Tiji TV,Xtiji,Xtiji,Детские,,epgone-ru2,555,name,90
Ералаш,,4775,Детские,,epgone-ru2,4775,name,90
Russia Today Doc HD,Xrussia-today,Xrussia-today,Новости,,epgone-ru2,2295,name,90
Беларусь 2,Xbelarus2,Xbelarus2,Беларусь,BY,epgone-ru2,2539,name,90
РТР HD,Xrtr-belarus,Xrtr-belarus,Беларусь,BY,epgone-ru2,2547,name,90
24 Украина HD,24news-ua,24news-ua,Украинские,UA,epgpw-all-lite,6663,name,90
Tennis+,1889,1889,Спорт,,epgpw-all-lite,1889,id,99
TSN 2,,470550,Спорт,,epgpw-all-lite,470550,name,90
TSN 4,,470915,Спорт,,epgpw-all-lite,470915,name,90
TSN 5,,470390,Спорт,,epgpw-all-lite,470390,name,90
TV1 HD,Xtv1-lt,Xtv1-lt,Литва,LT,epgpw-all-lite,3683,name,90
TV3 HD,Xtv3-lt,Xtv3-lt,Литва,LT,epgpw-all-lite,1072,name,90
Info TV HD,Xinfo-tv,Xinfo-tv,Литва,LT,epgpw-all-lite,5795,name,90
TV3 HD,Xtv3-lv,Xtv3-lv,Латвия,LV,epgpw-all-lite,1072,name,90
TV3,Xtv3-ee,Xtv3-ee,Эстония,,epgpw-all-lite,1072,name,90
BollyWood HD,XBollywood.Series.il,XBollywood.Series.il,Израиль,IL,epgpw-all-lite,7094,name,90
Zoom,XZoom.il,XZoom.il,Израиль,IL,epgpw-all-lite,6513,name,90
TVN HD,Xtvn-pl,Xtvn-pl,Польша,PL,epgpw-all-lite,2323,name,90
Kino TV HD,Xkino-tv-pl,Xkino-tv-pl,Польша,PL,epgpw-all-lite,6644,name,90
Moldova 1 HD,Xmoldova-1,Xmoldova-1,Молдова,MD,epgpw-all-lite,5747,name,90
N4,Xn4,Xn4,Молдова,MD,epgpw-all-lite,6259,name,90
TVN HD,,2323,Молдова,MD,epgpw-all-lite,2323,name,90
FashionBox HD,,6760,Болгария,BG,epgpw-all-lite,6760,name,90
TRT World,XTRT.World.tr,XTRT.World.tr,Турция,TR,epgpw-all-lite,12173,name,90
Private TV,Xprivate-tv,Xprivate-tv,Для взрослых,,epgpw-all-lite,41290,name,90
Первый Российский Национальный канал,Xprnk-tv,Xprnk-tv,Россия,RU,anzo-top,11336,name,90
Перец,Xperec-int,Xperec-int,Россия,RU,anzo-top,11007,name,90
Мой мир,,11487,Россия,RU,anzo-top,11487,name,90
Наше крутое HD,Xnash-detektiv,Xnash-detektiv,Кино,,anzo-top,12878,name,90
Наше любимое HD,Xnashe-lubimoe,Xnashe-lubimoe,Кино,,anzo-top,11101,name,90
Новелла ТВ,,12593,Кино,,anzo-top,12593,name,90
Киноджем 1 HD,Xkinojam1,Xkinojam1,Кино,,anzo-top,9689,name,90
Киноджем 2 HD,Xkinojam2,Xkinojam2,Кино,,anzo-top,13644,name,90
9-1-1 HD,,13645,Кино,,anzo-top,13645,name,90
Матч! 50fps,Xmatch-tv,Xmatch-tv,Спорт,,anzo-top,11254,name,90
Мяч,Xfootbolny,Xfootbolny,Спорт,,anzo-top,11119,name,90
UDAR,Xufc,Xufc,Спорт,,anzo-top,10921,name,90
UFC ТВ HD,,10921,Спорт,,anzo-top,10921,name,90
Рыболов,Xoxotnik-i-rybolov,Xoxotnik-i-rybolov,Познавательные,,anzo-top,12747,name,90
СуперГерои,Xmalysh,Xmalysh,Детские,,anzo-top,8287,name,90
RT Doc,Xrtd-ru,Xrtd-ru,Новости,,anzo-top,11461,name,90
Russia Today,Xrussia-today,Xrussia-today,Новости,,anzo-top,13777,name,90
Bridge TV Deluxe,Xbridge-hd,Xbridge-hd,Музыкальные,,anzo-top,11469,name,90
Music Box,Xmusicbox,Xmusicbox,Музыкальные,,anzo-top,11490,name,90
7 TV,,10026,Молдова,MD,anzo-top,10026,name,90
Love Nature HD,Xlove-nature-4k,Xlove-nature-4k,Болгария,BG,anzo-top,12690,name,90
TV 1000,XTV1000.ro,XTV1000.ro,Румыния,RO,anzo-top,13893,name,90
Playboy,Xplayboy-tv,Xplayboy-tv,Для взрослых,,anzo-top,12861,name,90
Brazzers TV HD,Xbrazzers-tv-europe,Xbrazzers-tv-europe,Для взрослых,,anzo-top,11467,name,90
Brazzers TV Europe,Xbrazzers-tv-europe,Xbrazzers-tv-europe,Для взрослых,,anzo-top,11467,name,90
Barely Legal,Xbarely-legal,Xbarely-legal,Для взрослых,,anzo-top,11465,name,90
Babes TV HD,Xbabes-tv,Xbabes-tv,Для взрослых,,anzo-top,11463,name,90
Red Lips,Xo-la-la,Xo-la-la,Для взрослых,,anzo-top,11477,name,90
Red Lips,Xredlips,Xredlips,Для взрослых,,anzo-top,11477,name,90
Exxxotica HD,Xexxxotica,Xexxxotica,Для взрослых,,anzo-top,11475,name,90
Русская Ночь,Xrusskaya-noch,Xrusskaya-noch,Для взрослых,,anzo-top,11480,name,90
Redlight HD,Xredlight-hd,Xredlight-hd,Для взрослых,,anzo-top,10455,name,90
Eromania 4K,Xeromania4k,Xeromania4k,Для взрослых,,anzo-top,11406,name,90
Euronews,,EURONEWS.at,Германия,DE,epgshare-AT,EURONEWS.at,name,90
VOX Up HD,XVOXup.de,XVOXup.de,Германия,DE,epgshare-AT,VOX.UP.at,name,90
Hope TV,,Hope.TV.at,Германия,DE,epgshare-AT,Hope.TV.at,name,90
Eclips TV,,Eclips.TV.be,BE & NL,BE/NL,epgshare-BE,Eclips.TV.be,name,90
VTM HD,XVTM.be,XVTM.be,BE & NL,BE/NL,epgshare-BE,VTM.HD.be,name,90
VTM Gold,,VTM.GOLD.be,BE & NL,BE/NL,epgshare-BE,VTM.GOLD.be,name,90
TV Drenthe,,TV.Drenthe.be,BE & NL,BE/NL,epgshare-BE,TV.Drenthe.be,name,90
TV Gelderland,,TV.Gelderland.be,BE & NL,BE/NL,epgshare-BE,TV.Gelderland.be,name,90
TV Oranje,,TV.Oranje.be,BE & NL,BE/NL,epgshare-BE,TV.Oranje.be,name,90
VRT Canvas HD,XVRT.Canvas.nl,XVRT.Canvas.nl,BE & NL,BE/NL,epgshare-BE,VRT.Canvas.HD.be,name,90
Arte HD,,ARTE.HD.be,BE & NL,BE/NL,epgshare-BE,ARTE.HD.be,name,90
TF1,,TF1.HD.be,BE & NL,BE/NL,epgshare-BE,TF1.HD.be,name,90
France 3,,France.3.HD.be,BE & NL,BE/NL,epgshare-BE,France.3.HD.be,name,90
France 2,,France.2.HD.be,BE & NL,BE/NL,epgshare-BE,France.2.HD.be,name,90
France 4,,France.4.HD.be,BE & NL,BE/NL,epgshare-BE,France.4.HD.be,name,90
France 5,,France.5.HD.be,BE & NL,BE/NL,epgshare-BE,France.5.HD.be,name,90
BFM TV,,BFM.TV.be,BE & NL,BE/NL,epgshare-BE,BFM.TV.be,name,90
La Une,,La.Une.HD.be,BE & NL,BE/NL,epgshare-BE,La.Une.HD.be,name,90
Tipik,,Tipik.be,BE & NL,BE/NL,epgshare-BE,Tipik.be,name,90
Film1 Premiere HD,XFilm.1.Premiere.nl,XFilm.1.Premiere.nl,BE & NL,BE/NL,epgshare-NL,Film1.Premiere.nl,name,90
NET5 HD,XNET.5.nl,XNET.5.nl,BE & NL,BE/NL,epgshare-NL,Net5.nl,name,90
Oost,,Oost.nl,BE & NL,BE/NL,epgshare-NL,Oost.nl,name,90
SBS6 HD,XSBS.6.nl,XSBS.6.nl,BE & NL,BE/NL,epgshare-NL,SBS6.nl,name,90
ESPN HD,XESPN.1.nl,XESPN.1.nl,BE & NL,BE/NL,epgshare-NL,ESPN.nl,name,90
AT5,,AT5.nl,BE & NL,BE/NL,epgshare-NL,AT5.nl,name,90
BBC Three,Xbbc-3-uk,Xbbc-3-uk,UK,GB,epgshare-UK,BBC.Three.HD.uk,name-region,96
BBC Two HD,Xbbc-2-uk,Xbbc-2-uk,UK,GB,epgshare-UK,BBC.Two.HD.uk,name-region,96
ITV 1 HD,,ITV1.HD.uk,UK,GB,epgshare-UK,ITV1.HD.uk,alias,100
ITV 2 HD,,ITV2.HD.uk,UK,GB,epgshare-UK,ITV2.HD.uk,alias,100
ITV 3 HD,,ITV3.HD.uk,UK,GB,epgshare-UK,ITV3.HD.uk,alias,100
ITV 4 HD,,ITV4.HD.uk,UK,GB,epgshare-UK,ITV4.HD.uk,alias,100
More4 HD,,More4.HD.uk,UK,GB,epgshare-UK,More4.HD.uk,name,90
E4 HD,,E4.HD.uk,UK,GB,epgshare-UK,E4.HD.uk,name,90
Channel 4 HD,,Channel.4.HD.uk,UK,GB,epgshare-UK,Channel.4.HD.uk,name,90
Channel 5 HD,,Channel.5.HD.uk,UK,GB,epgshare-UK,Channel.5.HD.uk,name,90
Sky Cinema Sci-Fi HD,,Sky.Sci-Fi.HD.uk,UK,GB,epgshare-UK,Sky.Sci-Fi.HD.uk,alias,100
Sky Cinema Drama HD,,Sky.Drama.HD.uk,UK,GB,epgshare-UK,Sky.Drama.HD.uk,alias,100
Sky Cinema Greats HD,,Sky.Greats.HD.uk,UK,GB,epgshare-UK,Sky.Greats.HD.uk,alias,100
Sky Kids HD,,Sky.Kids.HD.uk,UK,GB,epgshare-UK,Sky.Kids.HD.uk,name-region,96
Film4 HD,,Film4.HD.uk,UK,GB,epgshare-UK,Film4.HD.uk,name,90
Animal Planet HD,Xanimal-planet-eu,Xanimal-planet-eu,UK,GB,epgshare-UK,Animal.Planet.uk,name-region,96
Discovery HD,Xdiscovery-channel,Xdiscovery-channel,UK,GB,epgshare-UK,Discovery.HD.uk,name-region,96
MTV HD,,MTV.HD.uk,UK,GB,epgshare-UK,MTV.HD.uk,name-region,96
Music box 00s,,MUSIC.BOX.00s.musicbox,Музыкальные,,epgshare-MUSICBOX,MUSIC.BOX.00s.musicbox,name,90
Deluxe Rap HD,,Deluxe.Rap.de,Музыкальные,,epgshare-DELUXEMUSIC,Deluxe.Rap.de,name,90
RAI 2 HD,,Rai.2.HD..102.it,Италия,IT,epgshare-IT,Rai.2.HD..102.it,alias,100
RAI 4 HD,,Rai4.it,Италия,IT,epgshare-IT,Rai4.it,alias,100
RAI 5 HD,,Rai5.it,Италия,IT,epgshare-IT,Rai5.it,alias,100
RAI Gulp HD,,RaiGulp.it,Италия,IT,epgshare-IT,RaiGulp.it,alias,100
RAI YOYO HD,,RaiYoyo.it,Италия,IT,epgshare-IT,RaiYoyo.it,alias,100
RAI Storia HD,,RaiStoria.it,Италия,IT,epgshare-IT,RaiStoria.it,alias,100
RAI Movie HD,,RaiMovie.it,Италия,IT,epgshare-IT,RaiMovie.it,alias,100
RAI Scuola HD,,RaiScuola.it,Италия,IT,epgshare-IT,RaiScuola.it,alias,100
LA 5 HD,,La.5.it,Италия,IT,epgshare-IT,La.5.it,name,90
Super!,,Super!.it,Италия,IT,epgshare-IT,Super!.it,name,90
AXN White,XAXN.White.ro,XAXN.White.ro,Румыния,RO,epgshare-RO,AXN.White.ro,name,90
AXN Black,XAXN.Black.ro,XAXN.Black.ro,Румыния,RO,epgshare-RO,AXN.Black.ro,name,90
AXN Spin,XAXN.Spin.ro,XAXN.Spin.ro,Румыния,RO,epgshare-RO,AXN.Spin.ro,name,90
Prima TV RO,,Prima.TV.ro,Румыния,RO,epgshare-RO,Prima.TV.ro,alias,100
Pro Cinema HD,,Pro.Cinema.HD.ro,Румыния,RO,epgshare-RO,Pro.Cinema.HD.ro,alias,100
ProTV,,PRO.TV.ro,Румыния,RO,epgshare-RO,PRO.TV.ro,alias,100
ProTV HD,,PRO.TV.HD.ro,Румыния,RO,epgshare-RO,PRO.TV.HD.ro,alias,100
ProTV International,,PRO.TV.INTERNATIONAL.ro,Румыния,RO,epgshare-RO,PRO.TV.INTERNATIONAL.ro,alias,100
Realitatea+,,Realitatea.Plus.ro,Румыния,RO,epgshare-RO,Realitatea.Plus.ro,alias,100
Romania TV,,România.TV.ro,Румыния,RO,epgshare-RO,România.TV.ro,alias,100
TLC HD,,TLC.ro,Румыния,RO,epgshare-RO,TLC.ro,name-region,96
Telestar 1,,Telestar.1.ro,Румыния,RO,epgshare-RO,Telestar.1.ro,name-region,96
Travel mix HD,,Travel.Mix.ro,Румыния,RO,epgshare-RO,Travel.Mix.ro,name,90
TVR2,,TVR.2.ro,Румыния,RO,epgshare-RO,TVR.2.ro,alias,100
TVR3,,TVR.3.ro,Румыния,RO,epgshare-RO,TVR.3.ro,alias,100
TVR Iasi,,TVR.Iași.ro,Румыния,RO,epgshare-RO,TVR.Iași.ro,alias,100
БНТ1,XBNT.bg,XBNT.bg,Болгария,BG,epgshare-BG,БНТ1.bg,alias,100
БНТ2,XBNT.2.bg,XBNT.2.bg,Болгария,BG,epgshare-BG,БНТ2.bg,alias,100
Nova HD,XNova.TV.bg,XNova.TV.bg,Болгария,BG,epgshare-BG,Нова.телевизия.bg,alias,100
Diema,XDiema.bg,XDiema.bg,Болгария,BG,epgshare-BG,Диема.bg,alias,100
Diema Family HD,XDiema.Family.bg,XDiema.Family.bg,Болгария,BG,epgshare-BG,Диема.Фемили.bg,alias,100
Nova Sport,XNova.Sport.bg,XNova.Sport.bg,Болгария,BG,epgshare-BG,Нова.Спорт.bg,alias,100
Diema Sport 2,XDIEMA.SPORT.2.bg,XDIEMA.SPORT.2.bg,Болгария,BG,epgshare-BG,Diema.Sport.2.HD.bg,name,90
Diema Sport 3,XDIEMA.SPORT.3.bg,XDIEMA.SPORT.3.bg,Болгария,BG,epgshare-BG,Diema.Sport.3.bg,name,90
Max Sport 1 HD,XMax.Sport.1.bg,XMax.Sport.1.bg,Болгария,BG,epgshare-BG,MAX.Sport.1.bg,name,90
Max Sport 2 HD,XMax.Sport.2.bg,XMax.Sport.2.bg,Болгария,BG,epgshare-BG,MAX.Sport.2.bg,name,90
Max Sport 3 HD,XMax.Sport.3.bg,XMax.Sport.3.bg,Болгария,BG,epgshare-BG,MAX.Sport.3.bg,name,90
Max Sport 4 HD,XMax.Sport.4.bg,XMax.Sport.4.bg,Болгария,BG,epgshare-BG,MAX.Sport.4.bg,name,90
Nick Jr,XNick.Jr.bg,XNick.Jr.bg,Болгария,BG,epgshare-BG,Nick.Jr..bg,name-region,96
TVP 3 HD,Xtvp3,Xtvp3,Польша,PL,epgshare-PL,TVP.3.pl,name,90
TVP Seriale HD,Xtvp-seriale,Xtvp-seriale,Польша,PL,epgshare-PL,TVP.Seriale.pl,name,90
Polsat Viasat Nature HD,Xpolsat-viasat-nature,Xpolsat-viasat-nature,Польша,PL,epgshare-PL,Polsat.Viasat.Nature.HD.pl,name-region,96
TVP Historia HD,Xtvp-historia,Xtvp-historia,Польша,PL,epgshare-PL,TVP.Historia.pl,name,90
Polsat Sport Premium 1 HD,Xpolsat-sport-pr1,Xpolsat-sport-pr1,Польша,PL,epgshare-PL,Polsat.Sport.Premium.1.pl,name,90
Polsat Sport Premium 2 HD,Xpolsat-sport-pr2,Xpolsat-sport-pr2,Польша,PL,epgshare-PL,Polsat.Sport.Premium.2.pl,name,90
Polsat Sport Premium 3 HD,Xpolsat-sport-pr3,Xpolsat-sport-pr3,Польша,PL,epgshare-PL,Polsat.Sport.Premium.3.pl,name,90
Polsat Sport Premium 4 HD,Xpolsat-sport-pr4,Xpolsat-sport-pr4,Польша,PL,epgshare-PL,Polsat.Sport.Premium.4.pl,name,90
Polsat Sport Premium 5 HD,Xpolsat-sport-pr5,Xpolsat-sport-pr5,Польша,PL,epgshare-PL,Polsat.Sport.Premium.5.pl,name,90
Vox Music TV HD,XVOX.Music.TV.pl,XVOX.Music.TV.pl,Польша,PL,epgshare-PL,VOX.Music.TV.pl,name,90
Paramount Network,Xparamount-network-pl,Xparamount-network-pl,Польша,PL,epgshare-PL,Paramount.Network.pl,name-region,96
Polar HD,,POLAR.cz,Чехия,CZ,epgshare-CZ,POLAR.cz,name,90
Jihočeská televize,,Jihočeská.televize.cz,Чехия,CZ,epgshare-CZ,Jihočeská.televize.cz,name,90
RTVS SPORT HD,X3981fa886a1704937afd96d87ea46ef1,X3981fa886a1704937afd96d87ea46ef1,SkyLink,CZ/SK,epgshare-CZ,RTVS.SPORT.cz,name,90
AMC,,AMC.cz,SkyLink,CZ/SK,epgshare-CZ,AMC.cz,name,90
AXN,,AXN.cz,SkyLink,CZ/SK,epgshare-CZ,AXN.cz,name,90
AXN Black,,AXN.Black.cz,SkyLink,CZ/SK,epgshare-CZ,AXN.Black.cz,name,90
AXN White,,AXN.White.cz,SkyLink,CZ/SK,epgshare-CZ,AXN.White.cz,name,90
Arena Sport 1 HD,X1ee5b7ce8676fe322a8bb63f097f8c9a,X1ee5b7ce8676fe322a8bb63f097f8c9a,SkyLink,CZ/SK,epgshare-SK,Arena.Sport.1.HD.sk,name,90
Action 24 GR,Xaction24-gr,Xaction24-gr,Греция,GR,epgshare-GR,Action.24.gr,alias,100
Alpha GR,Xalpha-gr,Xalpha-gr,Греция,GR,epgshare-GR,ALPHA.gr,alias,100
Nea TV,Xmega-gr,Xmega-gr,Греция,GR,epgshare-GR,ΝΕΑ.Τηλεόραση.Κρήτης.gr,alias,100
Star GR,Xstar-gr,Xstar-gr,Греция,GR,epgshare-GR,STAR.gr,alias,100
HRT1,,HTV1.HD.hr,Хорватия,HR,epgshare-HR,HTV1.HD.hr,alias,100
CMC TV,,CMC.hr,Хорватия,HR,epgshare-HR,CMC.hr,alias,100
SPORT TV + PT,,SPORT.TV+.HD.pt,Спорт,,epgshare-PT,SPORT.TV+.HD.pt,alias,100
SPORT TV 1 PT,,SPORT.TV1.HD.pt,Спорт,,epgshare-PT,SPORT.TV1.HD.pt,alias,100
SPORT TV 2 PT,,SPORT.TV2.HD.pt,Спорт,,epgshare-PT,SPORT.TV2.HD.pt,alias,100
SPORT TV 3 PT,,SPORT.TV3.HD.pt,Спорт,,epgshare-PT,SPORT.TV3.HD.pt,alias,100
SPORT TV 4 PT,,SPORT.TV4.HD.pt,Спорт,,epgshare-PT,SPORT.TV4.HD.pt,alias,100
SPORT TV 5 PT,,SPORT.TV5.HD.pt,Спорт,,epgshare-PT,SPORT.TV5.HD.pt,alias,100
SPORT TV 6 PT,,Sport.TV.6.HD.pt,Спорт,,epgshare-PT,Sport.TV.6.HD.pt,alias,100
DAZN 1 PT,,DAZN.1.pt,Спорт,,epgshare-PT,DAZN.1.pt,alias,100
DAZN 2 PT,,DAZN.2.pt,Спорт,,epgshare-PT,DAZN.2.pt,alias,100
Canal 11 International,,Canal.11.HD.pt,Спорт,,epgshare-PT,Canal.11.HD.pt,alias,100
CNN Türk HD,Xcnn-turk,Xcnn-turk,Турция,TR,epgshare-TR,CNN.TÜRK.HD.tr,name-region,96
TRT Türk,XTRT.Türk.tr,XTRT.Türk.tr,Турция,TR,epgshare-TR,TRT.TÜRK.tr,name,90
TRT Avaz,Xtrt-avaz,Xtrt-avaz,Турция,TR,epgshare-TR,TRT.AVAZ.HD.tr,name,90
LNK HD,Xlnk,Xlnk,Литва,LT,epgshare-LT,LNK.lt,name,90
TV3 Plus,Xtv3-plus-lt,Xtv3-plus-lt,Литва,LT,epgshare-LT,TV3.Plus.lt,name,90
Balticum TV HD,Xbalticum-tv,Xbalticum-tv,Литва,LT,epgshare-LT,Balticum.TV.lt,name,90
Balticum Auksinis HD,Xbalticum-auksinis,Xbalticum-auksinis,Литва,LT,epgshare-LT,Balticum.Auksinis.lt,name,90
Delfi TV HD,Xdelfi-tv,Xdelfi-tv,Литва,LT,epgshare-LT,Delfi.TV.lt,name,90
Viasat Kino World HD,Xtv1000-premium,Xtv1000-premium,Литва,LT,epgshare-LT,Viasat.Kino.World.lt,name-region,96
Filmzone HD,Xfilmzone-lt,Xfilmzone-lt,Литва,LT,epgshare-LT,Filmzone+.lt,name,90
Go3 Films HD,Xtv1000-cee,Xtv1000-cee,Литва,LT,epgshare-LT,Go3.Films.lt,name,90
Sport 1 HD,Xsport1-lt,Xsport1-lt,Литва,LT,epgshare-LT,Sport.1.lt,name,90
Go3 Sport 1 HD,Xtvplay-sports,Xtvplay-sports,Литва,LT,epgshare-LT,Go3.Sport.1.lt,name,90
Go3 Sport 2 HD,Xtvplay-sports-plus,Xtvplay-sports-plus,Литва,LT,epgshare-LT,Go3.Sport.2.lt,name,90
Go3 Sport 3 HD,Xtv3-sport-3,Xtv3-sport-3,Литва,LT,epgshare-LT,Go3.Sport.3.lt,name,90
Go3 Sport Open HD,Xtv3-sport-open,Xtv3-sport-open,Литва,LT,epgshare-LT,Go3.Sport.Open.lt,name,90
TV6,Xtv6-lv,Xtv6-lv,Латвия,LV,epgshare-LV,TV6.HD.lv,name,90
TV6 HD,Xtv6-lv,Xtv6-lv,Латвия,LV,epgshare-LV,TV6.HD.lv,name,90
TV3 Life HD,Xlnt,Xlnt,Латвия,LV,epgshare-LV,TV3.Life.HD.lv,name,90
Go3 Films HD,Xtv1000-premium,Xtv1000-premium,Латвия,LV,epgshare-LV,Go3.Films.HD.lv,name,90
Kidzone Mini HD,Xkidzone,Xkidzone,Латвия,LV,epgshare-LV,Kidzone.Mini.HD.lv,name,90
Kidzone Max HD,Xkidzone,Xkidzone,Латвия,LV,epgshare-LV,Kidzone.Max.HD.lv,name,90
Nick Jr HD,Xnick-jr-baltic,Xnick-jr-baltic,Латвия,LV,epgshare-LV,Nick.Jr.HD.lv,name-region,96
Re:TV HD,Xre-tv,Xre-tv,Латвия,LV,epgshare-LV,Re:TV.HD.lv,name,90
НВК Саха,Xsaxa,Xsaxa,Россия,RU,teleguide-ru,1646,name,90
Конный мир HD,Xkonny-mir,Xkonny-mir,Спорт,,teleguide-ru,2137,name,90
Q Arena,Xqsport-kz,Xqsport-kz,Спорт,,teleguide-ru,300174,name,90
Luxury HD,Xluxury-hd,Xluxury-hd,Разное,,teleguide-ru,1754,name,90
ТБН,Xtbn-ru,Xtbn-ru,Разное,,teleguide-ru,1638,name,90
Angel TV,Xangel-tv,Xangel-tv,Разное,,teleguide-ru,2885,name,90
НТВ Беларусь,Xntv-belarus,Xntv-belarus,Беларусь,BY,teleguide-ru,300053,name,90
Планета РТР,Xrtr-planeta-eu,Xrtr-planeta-eu,Россия,RU,gabbarit-current,Planeta RTR,name,90
ТВЦ International,Xtvci,Xtvci,Россия,RU,gabbarit-current,ТВ Центр Международный,name,90
News Front,,News Front TV,Россия,RU,gabbarit-current,News Front TV,name,90
Резонанс ТВ,Xrezonans,Xrezonans,Россия,RU,gabbarit-current,Резонанс,name,90
Хузур ТВ,Xxuzur-tv,Xxuzur-tv,Россия,RU,gabbarit-current,Хузур ТВ (Татарстан),name,90
Sochi Live,Xsochi-live,Xsochi-live,Россия,RU,gabbarit-current,Sochi Live,name,90
ТРК 555,,ТРК 555 (Алушта),Россия,RU,gabbarit-current,ТРК 555 (Алушта),name,90
Волга 24,Xvremia-n,Xvremia-n,Россия,RU,gabbarit-current,Время Н (Нижний Новгород),name,90
Ветта 24,Xvetta24,Xvetta24,Россия,RU,gabbarit-current,Ветта-24 (Пермь),name,90
Хузур ТВ,Xxuzur-tv,Xxuzur-tv,Россия,RU,gabbarit-current,Хузур ТВ (Татарстан),name,90
ICTV2,Xictv-ukraine,Xictv-ukraine,Украинские,UA,gabbarit-current,ICTV 2 HD,name,90
Новий канал,Xnovy-kanal-ua,Xnovy-kanal-ua,Украинские,UA,gabbarit-current,Новый канал,name,90
Новий канал HD,Xnovy-kanal-ua,Xnovy-kanal-ua,Украинские,UA,gabbarit-current,Новый канал,name,90
Униан ТВ,Xunian-tv,Xunian-tv,Украинские,UA,gabbarit-current,Униан ТВ,name,90
5 канал ПЕРШИЙ.УКРАЇНСЬКИЙ. ІНФОРМАЦІЙНИЙ,X5kanal-ua,X5kanal-ua,Украинские,UA,gabbarit-current,5 канал,name,90
FreeДОМ,Xua-tv,Xua-tv,Украинские,UA,gabbarit-current,FreeДОМ,name,90
Перший Західний,Xpershy-zaxidny,Xpershy-zaxidny,Украинские,UA,gabbarit-current,Перший Західний,name,90
Квартал ТВ,Xkvartal-tv,Xkvartal-tv,Украинские,UA,gabbarit-current,Квартал ТВ,name,90
Первый Автомобильный,X1auto,X1auto,Украинские,UA,gabbarit-current,Первый автомобильный,name,90
Дом,Xdom,Xdom,Украинские,UA,gabbarit-current,Дом,name,90
Первый городской Одесса,,Первый городской (Одесса),Украинские,UA,gabbarit-current,Первый городской (Одесса),name,90
Апостроф TV,Xapostrof,Xapostrof,Украинские,UA,gabbarit-current,Апостроф TV,name,90
Первый городской (Кривой Рог),Xpervy-gorodskoy-kryvrig,Xpervy-gorodskoy-kryvrig,Украинские,UA,gabbarit-current,Первый Городской (Кривой Рог),name,90
Дніпро TV HD,,51 канал,Украинские,UA,gabbarit-current,51 канал,name,90
Наше любимое кино UA,Xnashe-lubimoe-kino-ua,Xnashe-lubimoe-kino-ua,Кино,,gabbarit-current,Наше Любимое Кино HD UA,name,90
Premiere HD,Xpremiere-hd,Xpremiere-hd,Кино,,gabbarit-current,Premiere HD,name,90
Serial HD,Xserial-hd,Xserial-hd,Кино,,gabbarit-current,Serial HD,name,90
Paradise HD,Xparadise-hd,Xparadise-hd,Кино,,gabbarit-current,Paradise HD,name,90
Victory HD,Xvictory-hd,Xvictory-hd,Кино,,gabbarit-current,Victory HD,name,90
USSR HD,Xussr-premieregroup,Xussr-premieregroup,Кино,,gabbarit-current,USSR HD,name,90
Paradox HD,Xparadox-hd,Xparadox-hd,Кино,,gabbarit-current,Paradox HD,name,90
BEST Films HD,,Best Films,Кино,,gabbarit-current,Best Films,name,90
FilmZone Plus,Xfilmzone-plus-lt,Xfilmzone-plus-lt,Кино,,gabbarit-current,FilmZone+ HD,name,90
Bolt HD Украина,Xbolt,Xbolt,Кино,,gabbarit-current,Bolt (UA),name,90
Trash TV,Xtrashtv,Xtrashtv,Кино,,gabbarit-current,Trash HD PREMIUM+,name,90
Fresh TV Armenia,,Fresh TV Armenia,Кинозалы,,gabbarit-current,Fresh TV Armenia,name,90
YOSSO-C-INQUEST,Xc-inquest-yosso,Xc-inquest-yosso,Кинозалы,,gabbarit-current,C-Inquest,name,90
YOSSO-C-COMEDY,Xc-comedy-yosso,Xc-comedy-yosso,Кинозалы,,gabbarit-current,C-Comedy,name,90
