playlist_name,group,expected_tvg_id,actual_tvg_id,actual_tvg_name,epg_validated,duplicate_name_count,status
НТН,,Xntn-ua,,,True,0,mapped_channel_missing_from_worker
НТН HD,,Xntn-ua,,,True,0,mapped_channel_missing_from_worker
Гумор+,,gumor,,,True,0,mapped_channel_missing_from_worker
Сонце,,Xsonce-ua,,,True,0,mapped_channel_missing_from_worker
Сонце+,,sonce,,,True,0,mapped_channel_missing_from_worker
Хіт Бойовик,,hit-boyovik,,,True,0,mapped_channel_missing_from_worker
Хіт Комедія,,hit-komediya,,,True,0,mapped_channel_missing_from_worker
Premium Comedy HD,,premium-comedy,,,True,0,mapped_channel_missing_from_worker
Sweet Megahit HD,,sweet-megahit,,,True,0,mapped_channel_missing_from_worker
Premium Action HD,,premium-action,,,True,0,mapped_channel_missing_from_worker
Action Prime HD,,action-prime,,,True,0,mapped_channel_missing_from_worker
Cinema Kinohit HD,,cinema-kinohit,,,True,0,mapped_channel_missing_from_worker
Cinema Legend HD,,cinema-legend,,,True,0,mapped_channel_missing_from_worker
Cinema Comedy HD,,cinema-comedy,,,True,0,mapped_channel_missing_from_worker
Kino Premiere HD,,kino-premiere,,,True,0,mapped_channel_missing_from_worker
Kino Action HD,,kino-action,,,True,0,mapped_channel_missing_from_worker
Kino Comedy HD,,kino-comedy,,,True,0,mapped_channel_missing_from_worker
Про Київ,,pro-kiiv,,,True,0,mapped_channel_missing_from_worker
Твоє Кіно Хіт,,Xtvoje-kino-xit,,,True,0,mapped_channel_missing_from_worker
Твоє Кіно Action,,Xtvoje-kino-action,,,True,0,mapped_channel_missing_from_worker
Cine+ Kids,,Xcine-plus-kids,,,True,0,mapped_channel_missing_from_worker
EWTN Украина,,Xewtn-ua,,,True,0,mapped_channel_missing_from_worker
1+1 International HD,,X1plus1-int,,,True,0,mapped_channel_missing_from_worker
24 Украина HD,,24news-ua,,,True,0,mapped_channel_missing_from_worker
ТРК Київ,,Xkyiv-ua,,,True,0,mapped_channel_missing_from_worker
Караван ТВ,,Xkaravan-tv,,,True,0,mapped_channel_missing_from_worker
Рівне-1,,Xrivne1,,,True,0,mapped_channel_missing_from_worker
Первый городской (Кривой Рог),,Xpervy-gorodskoy-kryvrig,,,True,0,mapped_channel_missing_from_worker
Дніпро TV HD,,51 канал,,,True,0,mapped_channel_missing_from_worker
MusicBox UA HD,,Xmusicbox-ua-hd,,,True,0,mapped_channel_missing_from_worker
UA.Music HD,,UA Music,,,True,0,mapped_channel_missing_from_worker
