playlist_name,group,expected_tvg_id,actual_tvg_id,actual_tvg_name,epg_validated,duplicate_name_count,status
Кинобоевик,Кино,Xkinoboevik-kz,Xkinoboevik-kz,Кинобоевик,True,2,ok
Мировое Кино,Кино,Xmirovoe-kino-kz,Xmirovoe-kino-kz,Мировое Кино,True,2,ok
Романтичное HD,Кино,Xromantichnoe,Xromantichnoe,Романтичное HD,True,1,ok
Bolt HD,Кино,Xbolt-ru,Xbolt-ru,Bolt HD,True,1,ok
Bolt HD Украина,Сериалы,Xbolt,Xbolt,Bolt HD Украина,True,1,ok
KinoLiving HD,Кино,Xkinoliving,Xkinoliving,KinoLiving HD,True,1,ok
Kinosweet,Кино,Xkinosweet,Xkinosweet,Kinosweet,True,1,ok
Kino 1,Сериалы,Xkino-1,Xkino-1,Kino 1,True,1,ok
Kino 24,Кино,Xkino-24,Xkino-24,Kino 24,True,1,ok
Start World HD,Кино,Xstart-world,Xstart-world,Start World HD,True,1,ok
Start World,Кино,Xstart-world,Xstart-world,Start World,True,1,ok
Start Air HD,Кино,Xstart-air,Xstart-air,Start Air HD,True,1,ok
Start Air,Кино,Xstart-air,Xstart-air,Start Air,True,1,ok
САПФИР,Кино,Xsapfir,Xsapfir,САПФИР,True,1,ok
Кинеко,Сериалы,Xkineko,Xkineko,Кинеко,True,1,ok
Родное кино,Кино,Xrodnoe-kino,Xrodnoe-kino,Родное кино,True,1,ok
Дом Кино,Кино,Xdomkino,Xdomkino,Дом Кино,True,1,ok
Дом кино премиум HD,Кино,Xdomkino-premium,Xdomkino-premium,Дом кино премиум HD,True,1,ok
Еврокино,Кино,Xevrokino,Xevrokino,Еврокино,True,1,ok
Русский роман,Кино,Xrussky-roman,Xrussky-roman,Русский роман,True,1,ok
Русский Иллюзион,Кино,Xrussky-illuzion,Xrussky-illuzion,Русский Иллюзион,True,1,ok
Мосфильм. Золотая коллекция,USSR,Xmosfilm,Xmosfilm,Мосфильм. Золотая коллекция,True,1,ok
Мосфильм HD,USSR,Xmosfilm,Xmosfilm,Мосфильм HD,True,1,ok
Иллюзион +,Кино,Xilluzion-plus,Xilluzion-plus,Иллюзион +,True,1,ok
Мужское кино,Кино,Xmuzhskoe-kino,Xmuzhskoe-kino,Мужское кино,True,1,ok
Наше новое кино,Кино,Xnashe-novoe-kino,Xnashe-novoe-kino,Наше новое кино,True,1,ok
Trash TV,Кино,Xtrashtv,Xtrashtv,Trash TV,True,1,ok
Победа,Кино,Xpobeda,Xpobeda,Победа,True,1,ok
День Победы HD,Кино,Xdenpobedy,Xdenpobedy,День Победы HD,True,1,ok
Комедия,Кино,Xrusskaya-komedia,Xrusskaya-komedia,Комедия,True,1,ok
Русский бестселлер,Сериалы,Xrussky-bestseller,Xrussky-bestseller,Русский бестселлер,True,1,ok
Русский детектив,Сериалы,Xrussky-detektiv,Xrussky-detektiv,Русский детектив,True,1,ok
Киномикс,Кино,Xkinomiks,Xkinomiks,Киномикс,True,1,ok
Киносерия,Сериалы,Xkinoseria,Xkinoseria,Киносерия,True,1,ok
Любимое кино HD,Кино,Xlubimoe-kino,Xlubimoe-kino,Любимое кино HD,True,1,ok
Любимое кино,Кино,Xlubimoe-kino,Xlubimoe-kino,Любимое кино,True,1,ok
Мир сериала,Сериалы,Xmir-seriala,Xmir-seriala,Мир сериала,True,1,ok
Cinema,Кино,Xcinema-ru,Xcinema-ru,Cinema,True,1,ok
Индия,Сериалы,Xzee-tv,Xzee-tv,Индия,True,1,ok
Индийское Кино,Кино,Xindiyskoe-kino,Xindiyskoe-kino,Индийское Кино,True,1,ok
Феникс+ Кино,Сериалы,Xfeniks-plus-kino,Xfeniks-plus-kino,Феникс+ Кино,True,1,ok
ТВ3,Кино,Xtv3-ru,Xtv3-ru,ТВ3,True,1,ok
НСТ,Кино,Xnst,Xnst,НСТ,True,1,ok
Shot TV,Кино,Xshot-tv,Xshot-tv,Shot TV,True,1,ok
Russian Extreme Ultra HD,Кино,Xrussian-extreme-uhd,Xrussian-extreme-uhd,Russian Extreme Ultra HD,True,1,ok
Kino 2 HD,Кино,kino2-tviksel,kino2-tviksel,Kino 2 HD,True,1,ok
Кіно та Серіали HD,Кино,,,,False,1,ok
Патриот,Кино,patriot,patriot,Патриот,True,1,ok
Новый Русский HD,Кино,,,,False,1,ok
Смотрим 100% Классика,Кино,smotrim-100-klassika,smotrim-100-klassika,Смотрим 100% Классика,True,1,ok
Смотрим 100% Любовь,Кино,smotrim-100-lubov,smotrim-100-lubov,Смотрим 100% Любовь,True,1,ok
Смотрим 100% Факты,Кино,smotrim-100-fakty,smotrim-100-fakty,Смотрим 100% Факты,True,1,ok
Смотрим 100% Мужское,Кино,smotrim-100-muzhskoe,smotrim-100-muzhskoe,Смотрим 100% Мужское,True,1,ok
Смотрим 100% Праздник,Кино,smotrim-100-prazdnik,smotrim-100-prazdnik,Смотрим 100% Праздник,True,1,ok
Смотрим 100% Детское,Кино,smotrim-100-detskoe,smotrim-100-detskoe,Смотрим 100% Детское,True,1,ok
Военное кино,Кино,voenkino-tviksel,voenkino-tviksel,Военное кино,True,1,ok
Мы,Кино,myy,myy,Мы,True,1,ok
Timeless Dizi Channel,Кино,timeless-dizi,timeless-dizi,Timeless Dizi Channel,True,1,ok
Пес HD,Сериалы,,,Пес HD,False,1,ok
ТСВ,Кино,Xtcb,Xtcb,ТСВ,True,1,ok
Vesna HD,Кино,vesna,vesna,Vesna HD,True,1,ok
9-1-1 HD,Кино,suspense,suspense,9-1-1 HD,True,1,ok
Apple TV+ Woman's Story,Кино,Xmovify-kino,Xmovify-kino,Apple TV+ Woman's Story,True,1,ok
Apple TV+ Action Time,Кино,Xmovify-series,Xmovify-series,Apple TV+ Action Time,True,1,ok
Amazon Prime Video Men's Club,Кино,Xmovify-history,Xmovify-history,Amazon Prime Video Men's Club,True,1,ok
BCU Action HD,Кинозалы,Xbcu-action,Xbcu-action,BCU Action HD,True,1,ok
BCU Comedy HD,Кинозалы,Xbcu-comedy,Xbcu-comedy,BCU Comedy HD,True,1,ok
BCU Catastrophe HD,Кинозалы,Xbcu-catastrophe,Xbcu-catastrophe,BCU Catastrophe HD,True,1,ok
BCU Cinema HD,Кинозалы,Xbcu-cinema,Xbcu-cinema,BCU Cinema HD,True,1,ok
BCU CINEMA+ HD,Кинозалы,Xbcu-cinemaplus,Xbcu-cinemaplus,BCU CINEMA+ HD,True,1,ok
BCU STARS HD,Кинозалы,Xbcu-stars,Xbcu-stars,BCU STARS HD,True,1,ok
BCU Fantastic HD,Кинозалы,Xbcu-fantastic,Xbcu-fantastic,BCU Fantastic HD,True,1,ok
BCU Reality HD,Кинозалы,Xbcu-reality,Xbcu-reality,BCU Reality HD,True,1,ok
BCU FilMystic HD,Кинозалы,Xbcu-filmystic,Xbcu-filmystic,BCU FilMystic HD,True,1,ok
BCU History HD,Кинозалы,Xbcu-history,Xbcu-history,BCU History HD,True,1,ok
BCU Kinorating HD,Кинозалы,Xbcu-kinorating,Xbcu-kinorating,BCU Kinorating HD,True,1,ok
BCU Marvel,Кинозалы,Xbcu-marvel,Xbcu-marvel,BCU Marvel,True,1,ok
BCU Marvel OLD,Кинозалы,bcu-marvel,bcu-marvel,BCU Marvel OLD,True,1,ok
BCU Premiere HD,Кинозалы,Xbcu-premiere,Xbcu-premiere,BCU Premiere HD,True,1,ok
BCU Romantic HD,Кинозалы,Xbcu-romantic,Xbcu-romantic,BCU Romantic HD,True,1,ok
BCU Russian HD,Кинозалы,Xbcu-russian,Xbcu-russian,BCU Russian HD,True,1,ok
BCU Russia 90s HD,Кинозалы,bcu-russia90s,bcu-russia90s,BCU Russia 90s HD,True,1,ok
BCU TruMotion HD,Кинозалы,Xbcu-trumotion,Xbcu-trumotion,BCU TruMotion HD,True,1,ok
BCU VHS HD,Кинозалы,,,,False,1,ok
BCU Кинозал Premiere 1 HD,Кинозалы,Xbcu-kinozal-prem-1,Xbcu-kinozal-prem-1,BCU Кинозал Premiere 1 HD,True,1,ok
BCU Кинозал Premiere 2 HD,Кинозалы,Xbcu-kinozal-prem-2,Xbcu-kinozal-prem-2,BCU Кинозал Premiere 2 HD,True,1,ok
BCU Кинозал Premiere 3 HD,Кинозалы,Xbcu-kinozal-prem-3,Xbcu-kinozal-prem-3,BCU Кинозал Premiere 3 HD,True,1,ok
BCU Survival HD,Кинозалы,Xbcu-survival,Xbcu-survival,BCU Survival HD,True,1,ok
BCU СВАТЫ HD,Сериалы,Xbcu-svaty,Xbcu-svaty,BCU СВАТЫ HD,True,1,ok
BCU Ruserial HD,Сериалы,Xbcu-ruserial,Xbcu-ruserial,BCU Ruserial HD,True,1,ok
BCU СССР HD,USSR,Xbcu-sssr,Xbcu-sssr,BCU СССР HD,True,1,ok
BCU Cosmo HD,Кинозалы,Xbcu-cosmo,Xbcu-cosmo,BCU Cosmo HD,True,1,ok
BCUMEDIA HD,Кинозалы,bcu-media,bcu-media,BCUMEDIA HD,True,1,ok
BCUMEDIA OLD,Кинозалы,BCUMedia OLD,BCUMedia OLD,BCUMEDIA OLD,True,1,ok
BCU Criminal HD,Кинозалы,Xbcu-criminal,Xbcu-criminal,BCU Criminal HD,True,1,ok
BCU Premiere 1 HDR,Кинозалы,bcu-kinozal-prem-1,bcu-kinozal-prem-1,BCU Premiere 1 HDR,True,1,ok
BCU NEW MEDIA 2,Кинозалы,bcu-action,bcu-action,BCU NEW MEDIA 2,True,1,ok
BCU Premiere 2 HDR,Кинозалы,bcu-kinozal-prem-2,bcu-kinozal-prem-2,BCU Premiere 2 HDR,True,1,ok
BCU Fantastic HDR,Кинозалы,Xbcu-fantastic,Xbcu-media-3-hdr,BCU Fantastic HDR,True,2,wrong_tvg_id
BCU Reality OLD,Кинозалы,bcu-reality,bcu-reality,BCU Reality OLD,True,1,ok
BCU Comedy OLD,Кинозалы,bcu-comedy,bcu-comedy,BCU Comedy OLD,True,1,ok
BCU Survival OLD,Кинозалы,bcu-survival,bcu-survival,BCU Survival OLD,True,1,ok
BCU Romantic OLD,Кинозалы,bcu-romantic,bcu-romantic,BCU Romantic OLD,True,1,ok
BCU Premiere HDR,Кинозалы,Xbcu-premiere,Xbcu-premiere,BCU Premiere HDR,True,1,ok
BCU Fantastic HDR,Кинозалы,Xbcu-fantastic,Xbcu-fantastic,BCU Fantastic HDR,True,2,ok
BCU Cosmo HDR,Кинозалы,bcu-cosmo,bcu-cosmo,BCU Cosmo HDR,True,1,ok
BCU Action HDR,Кинозалы,Xbcu-action,Xbcu-action,BCU Action HDR,True,1,ok
BCU FilMystic HDR,Кинозалы,Xbcu-filmystic,Xbcu-filmystic,BCU FilMystic HDR,True,1,ok
BCUMEDIA_3_HDR,Кинозалы,bcu-media-3,bcu-media-3,BCUMEDIA_3_HDR,True,1,ok
BCU Biography HDR,Кинозалы,Xbcu-biography-hdr,Xbcu-biography-hdr,BCU Biography HDR,True,2,ok
BCU Unity 1 HDR,Кинозалы,Xbcu-unity-1,Xbcu-unity-1,BCU Unity 1 HDR,True,1,ok
BCU Unity 2 HDR,Кинозалы,Xbcu-unity-2,Xbcu-unity-2,BCU Unity 2 HDR,True,1,ok
BCU Unity 3 HD,Кинозалы,Xbcu-unity-3,Xbcu-unity-3,BCU Unity 3 HD,True,1,ok
VeleS Криминальный,Кинозалы,ocr-c5c06fa01ab773,ocr-c5c06fa01ab773,VeleS Криминальный,False,1,no_validated_programme
VeleS Наше Кино,Кинозалы,veles-our-cinema,veles-our-cinema,VeleS Наше Кино,True,1,ok
VeleS Вестерн,Кинозалы,ocr-b70e67ee9fae97,ocr-b70e67ee9fae97,VeleS Вестерн,False,1,no_validated_programme
VeleS 60FPS,Кинозалы,Xveles-60fps,Xveles-60fps,VeleS 60FPS,True,1,ok
VeleS С Новым годом!,Кинозалы,velesyear-new,velesyear-new,VeleS С Новым годом!,True,1,ok
VeleS Комедия,Кинозалы,veles-comedy,veles-comedy,VeleS Комедия,True,1,ok
VeleS Аниме,Кинозалы,veles-anime,veles-anime,VeleS Аниме,True,1,ok
VeleS Триллер,Кинозалы,veles-triller,veles-triller,VeleS Триллер,True,1,ok
VeleS Семейный,Кинозалы,veles-family,veles-family,VeleS Семейный,True,1,ok
VeleS Гоблин,Кинозалы,veles-goblin,veles-goblin,VeleS Гоблин,True,1,ok
VeleS Киноплёнка,Кинозалы,veles-kinoplenka,veles-kinoplenka,VeleS Киноплёнка,True,1,ok
VeleS Dj Set,Музыкальные,veles-djset,veles-djset,VeleS Dj Set,True,1,ok
VeleS Киносерия,Сериалы,veles-kinoseries,veles-kinoseries,VeleS Киносерия,True,1,ok
VeleS Premiere,Кинозалы,veles-premiere,veles-premiere,VeleS Premiere,True,1,ok
VeleS Страшное,Кинозалы,veles-strashnoe,veles-strashnoe,VeleS Страшное,True,1,ok
VeleS СССР,USSR,veles-ussr,veles-ussr,VeleS СССР,True,1,ok
VeleS Movie Hits,Кинозалы,veles-movie-hits,veles-movie-hits,VeleS Movie Hits,True,1,ok
VeleS Kids,Кинозалы,veles-kids,veles-kids,VeleS Kids,True,1,ok
TvBoom.ViP,Кинозалы,tvboomvip,tvboomvip,TvBoom.ViP,True,1,ok
Tricolor Cinema 1,Кинозалы,Xzal-01-tricolor,Xzal-01-tricolor,Tricolor Cinema 1,True,1,ok
Tricolor Cinema 2,Кинозалы,Xzal-02-tricolor,Xzal-02-tricolor,Tricolor Cinema 2,True,1,ok
Tricolor Cinema 3,Сериалы,Xzal-03-tricolor,Xzal-03-tricolor,Tricolor Cinema 3,True,1,ok
Tricolor Cinema 4,Кинозалы,Xzal-04-tricolor,Xzal-04-tricolor,Tricolor Cinema 4,True,1,ok
Tricolor Cinema 5,Сериалы,Xzal-05-tricolor,Xzal-05-tricolor,Tricolor Cinema 5,True,1,ok
Tricolor Cinema 6,Кинозалы,Xzal-06-tricolor,Xzal-06-tricolor,Tricolor Cinema 6,True,1,ok
Tricolor Cinema 7,Кинозалы,ocr-cdb912eae946ed,ocr-cdb912eae946ed,Tricolor Cinema 7,False,1,no_validated_programme
Tricolor Cinema 8,Кинозалы,Xzal-08-tricolor,Xzal-08-tricolor,Tricolor Cinema 8,True,1,ok
Tricolor Cinema 9,Кинозалы,Xzal-09-tricolor,Xzal-09-tricolor,Tricolor Cinema 9,False,1,no_validated_programme
Tricolor Cinema 10,Кинозалы,Xzal-10-tricolor,Xzal-10-tricolor,Tricolor Cinema 10,False,1,no_validated_programme
Tricolor Cinema 11,Кинозалы,Xzal-11-tricolor,Xzal-11-tricolor,Tricolor Cinema 11,False,1,no_validated_programme
Fresh TV Armenia,Музыкальные,Fresh TV Armenia,Fresh TV Armenia,Fresh TV Armenia,True,1,ok
Fresh Soviet,USSR,Xfresh-soviet,Xfresh-soviet,Fresh Soviet,True,1,ok
Fresh Series,Сериалы,Xfresh-series,Xfresh-series,Fresh Series,True,1,ok
Fresh Fantastic,Кинозалы,Xfresh-fantastic,Xfresh-fantastic,Fresh Fantastic,True,1,ok
Fresh VHS,Кинозалы,Xfresh-vhs,Xfresh-vhs,Fresh VHS,True,1,ok
Fresh Rating,Кинозалы,Xfresh-rating,Xfresh-rating,Fresh Rating,True,1,ok
Fresh Family,Кинозалы,Xfresh-family,Xfresh-family,Fresh Family,True,1,ok
Fresh Premiere,Кинозалы,Xfresh-premiere,Xfresh-premiere,Fresh Premiere,True,1,ok
Fresh Comedy,Кинозалы,Xfresh-comedy,Xfresh-comedy,Fresh Comedy,True,1,ok
Fresh Kids,Кинозалы,Xfresh-kids,Xfresh-kids,Fresh Kids,True,1,ok
Fresh Cinema,Кинозалы,Xfresh-cinema,Xfresh-cinema,Fresh Cinema,True,1,ok
Fresh Horror,Кинозалы,Xfresh-horror,Xfresh-horror,Fresh Horror,True,1,ok
Fresh Adventure,Кинозалы,Xfresh-adventure,Xfresh-adventure,Fresh Adventure,True,1,ok
Fresh Romantic,Кинозалы,Xfresh-romatic,Xfresh-romatic,Fresh Romantic,True,1,ok
Fresh Russian,Кинозалы,Xfresh-russian,Xfresh-russian,Fresh Russian,True,1,ok
Fresh Thriller,Кинозалы,Xfresh-thriller,Xfresh-thriller,Fresh Thriller,True,1,ok
KBC-В.О.В. HD,Кинозалы,X39821,X39821,KBC-В.О.В. HD,True,1,ok
KBC-Comics HD,Кинозалы,X39800,X39800,KBC-Comics HD,True,1,ok
KBC-Elite comedy's HD,Кинозалы,X35448,X35448,KBC-Elite comedy's HD,True,1,ok
KBC-Fantastic HD,Кинозалы,X39795,X39795,KBC-Fantastic HD,True,1,ok
KBC-History HD,Кинозалы,X39796,X39796,KBC-History HD,True,1,ok
KBC-Newfilm HD,Кинозалы,X39048,X39048,KBC-Newfilm HD,True,1,ok
KBC-WAR HD,Кинозалы,X42051,X42051,KBC-WAR HD,True,1,ok
KBC-Russian Комедия HD,Кинозалы,X36168,X36168,KBC-Russian Комедия HD,True,1,ok
KBC-Видак HD,Кинозалы,X36251,X36251,KBC-Видак HD,True,1,ok
KBC-ГАЙ Ritchie & Tarantino,Кинозалы,X39819,X39819,KBC-ГАЙ Ritchie & Tarantino,True,1,ok
KBC-ДрамаTic HD,Кинозалы,X36732,X36732,KBC-ДрамаTic HD,True,1,ok
KBC-Вестерн HD,Кинозалы,X39825,X39825,KBC-Вестерн HD,True,1,ok
KBC-Кошмарное HD,Кинозалы,X36277,X36277,KBC-Кошмарное HD,True,1,ok
KBC-Страна СССР,USSR,X36506,X36506,KBC-Страна СССР,True,1,ok
KBC-Animals HD,Познавательные,X39823,X39823,KBC-Animals HD,True,1,ok
KBC-MusKino HD,Кинозалы,X39822,X39822,KBC-MusKino HD,True,1,ok
KBC-СпортМикс HD,Кинозалы,X35525,X35525,KBC-СпортМикс HD,True,1,ok
KBC-ГОБЛИН HD,Кинозалы,X42054,X42054,KBC-ГОБЛИН HD,True,1,ok
KBC-Шпионское HD,Кинозалы,X39820,X39820,KBC-Шпионское HD,True,1,ok
KBC-АНИМЕ HD,Кинозалы,X42053,X42053,KBC-АНИМЕ HD,True,1,ok
KBC-Легендарное HD,Кинозалы,X39826,X39826,KBC-Легендарное HD,True,1,ok
YOSSO TV Grand,Кинозалы,Xyosso-grand,Xyosso-grand,YOSSO TV Grand,True,1,ok
YOSSO TV VHS,Кинозалы,Xyosso-vhs,Xyosso-vhs,YOSSO TV VHS,True,1,ok
YOSSO TV Русские фильмы,Кинозалы,Xyosso-rusfilm,Xyosso-rusfilm,YOSSO TV Русские фильмы,True,1,ok
YOSSO TV Советские фильмы,USSR,Xyosso-sovfilm,Xyosso-sovfilm,YOSSO TV Советские фильмы,True,1,ok
YOSSO TV New Кино,Кинозалы,Xyosso-newkino,Xyosso-newkino,YOSSO TV New Кино,True,1,ok
YOSSO TV Трагичное,Кинозалы,Xyosso-tragic,Xyosso-tragic,YOSSO TV Трагичное,True,1,ok
YOSSO TV Забавное,Кинозалы,Xyosso-zabavno,Xyosso-zabavno,YOSSO TV Забавное,True,1,ok
YOSSO BEST 60fps,Кинозалы,Xyosso-best60fps,Xyosso-best60fps,YOSSO BEST 60fps,True,1,ok
YOSSO TV BEST,Кинозалы,Xyosso-best,Xyosso-best,YOSSO TV BEST,True,1,ok
YOSSO TV Ковбойское,Кинозалы,Xyosso-cowboy,Xyosso-cowboy,YOSSO TV Ковбойское,True,1,ok
YOSSO TV Adrenaline,Кинозалы,Xyosso-adventure,Xyosso-adventure,YOSSO TV Adrenaline,True,1,ok
YOSSO TV Adventure,Кинозалы,Xyosso-adventure,Xyosso-adventure,YOSSO TV Adventure,True,1,ok
YOSSO TV OBLIVION,Кинозалы,Xyosso-oblivion,Xyosso-oblivion,YOSSO TV OBLIVION,True,1,ok
YOSSO TV Thriller,Кинозалы,Xyosso-thriller,Xyosso-thriller,YOSSO TV Thriller,True,1,ok
YOSSO-C-INQUEST,Кинозалы,Xc-inquest-yosso,Xc-inquest-yosso,YOSSO-C-INQUEST,True,1,ok
YOSSO-C-COMEDY,Кинозалы,Xc-comedy-yosso,Xc-comedy-yosso,YOSSO-C-COMEDY,True,1,ok
Magic Premiere,Кинозалы,Xmagic-premiere,Xmagic-premiere,Magic Premiere,True,1,ok
Magic Adventure,Кинозалы,Xmagic-adventure,Xmagic-adventure,Magic Adventure,True,1,ok
Magic Russian,Кинозалы,Xmagic-russian,Xmagic-russian,Magic Russian,True,1,ok
Magic Action,Кинозалы,Xmagic-action,Xmagic-action,Magic Action,True,1,ok
Magic Comedy,Кинозалы,Xmagic-comedy,Xmagic-comedy,Magic Comedy,True,1,ok
Magic Family,Кинозалы,Xmagic-family,Xmagic-family,Magic Family,True,1,ok
Magic Galaxy,Кинозалы,Xmagic-galaxy,Xmagic-galaxy,Magic Galaxy,True,1,ok
Magic Horror,Кинозалы,Xmagic-horror,Xmagic-horror,Magic Horror,True,1,ok
Magic Karate,Кинозалы,Xmagic-karate,Xmagic-karate,Magic Karate,True,1,ok
Magic Love,Кинозалы,Xmagic-love,Xmagic-love,Magic Love,True,1,ok
Magic Thriller,Кинозалы,Xmagic-thriller,Xmagic-thriller,Magic Thriller,True,1,ok
Magic VHS,Кинозалы,Xmagic-vhs,Xmagic-vhs,Magic VHS,True,1,ok
Видеокассета VHS,Кинозалы,Видеокасета VHS,Видеокасета VHS,Видеокассета VHS,True,1,ok
MYTV,Кинозалы,XMyTVmytv-0,XMyTVmytv-0,MYTV,True,1,ok
MYTV 2,Кинозалы,XMyTVmytv2-1,XMyTVmytv2-1,MYTV 2,True,1,ok
MYTV 3,Кинозалы,XMyTVmytv3-2,XMyTVmytv3-2,MYTV 3,True,1,ok
MYTV HIT,Кинозалы,XMyTVmytvhit-3,XMyTVmytvhit-3,MYTV HIT,True,1,ok
CineMan,Кинозалы,Xcineman,Xcineman,CineMan,True,1,ok
CineMan Action,Кинозалы,Xcineman-action,Xcineman-action,CineMan Action,True,1,ok
CineMan Комедия,Кинозалы,Xcineman-comedy,Xcineman-comedy,CineMan Комедия,True,1,ok
CineMan Катастрофы,Кинозалы,Xcineman-katastrofy,Xcineman-katastrofy,CineMan Катастрофы,True,1,ok
CineMan Лесник,Сериалы,Xcineman-lesnik,Xcineman-lesnik,CineMan Лесник,True,1,ok
CineMan Marvel,Кинозалы,Xcineman-marvel,Xcineman-marvel,CineMan Marvel,True,1,ok
CineMan Melodrama,Кинозалы,Xcineman-melodrama,Xcineman-melodrama,CineMan Melodrama,True,1,ok
CineMan Ментовские Войны,Сериалы,Xcineman-musw,Xcineman-musw,CineMan Ментовские Войны,True,1,ok
CineMan MiniSeries,Сериалы,Xcineman-miniseries,Xcineman-miniseries,CineMan MiniSeries,True,1,ok
CineMan Пёс,Сериалы,Xcineman-pes,Xcineman-pes,CineMan Пёс,True,1,ok
CineMan Premium,Кинозалы,Xcineman-premium,Xcineman-premium,CineMan Premium,True,1,ok
CineMan РуКино,Кинозалы,Xcineman-rukino,Xcineman-rukino,CineMan РуКино,True,1,ok
CineMan Дубляж СССР,USSR,cineman-dub-ssr,cineman-dub-ssr,CineMan Дубляж СССР,True,1,ok
CineMan Симпсоны,Кинозалы,Xcineman-simps,Xcineman-simps,CineMan Симпсоны,True,1,ok
CineMan Скорая помощь,Сериалы,Xcineman-skorpom,Xcineman-skorpom,CineMan Скорая помощь,True,1,ok
CineMan Комедийные сериалы,Сериалы,cineman-komseri,cineman-komseri,CineMan Комедийные сериалы,True,1,ok
CineMan Сваты,Сериалы,Xcineman-svaty,Xcineman-svaty,CineMan Сваты,True,1,ok
CineMan Thriller,Кинозалы,Xcineman-thriller,Xcineman-thriller,CineMan Thriller,True,1,ok
CineMan Top,Кинозалы,Xcineman-top,Xcineman-top,CineMan Top,True,1,ok
CineMan Ужасы,Кинозалы,Xcineman-uzhasy,Xcineman-uzhasy,CineMan Ужасы,True,1,ok
CineMan VHS,Кинозалы,Xcineman-vhs,Xcineman-vhs,CineMan VHS,True,1,ok
CineMan Глухарь + Карпов,Сериалы,Xcineman-gluhar,Xcineman-gluhar,CineMan Глухарь + Карпов,True,1,ok
BCU Biography HDR,Кинозалы,Xbcu-biography-hdr,Xbcu-biography-hdr,BCU Biography HDR,True,2,ok
BOX Franchise HD,Кинозалы,Xbox-franchise,Xbox-franchise,BOX Franchise HD,True,1,ok
BOX Hybrid HD,Кинозалы,Xbox-hybrid,Xbox-hybrid,BOX Hybrid HD,True,1,ok
BOX Gangster HD,Кинозалы,Xbox-gangster,Xbox-gangster,BOX Gangster HD,True,1,ok
BOX Oscar HD,Кинозалы,,,,False,1,ok
BOX Memory HD,Кинозалы,Xbox-memory,Xbox-memory,BOX Memory HD,True,1,ok
BOX Serial HD,Сериалы,Xbox-serial,Xbox-serial,BOX Serial HD,True,1,ok
BOX Game HD,Кинозалы,Xbox-game,Xbox-game,BOX Game HD,True,1,ok
BOX Spy HD,Кинозалы,Xbox-spy,Xbox-spy,BOX Spy HD,True,1,ok
BOX Western HD,Кинозалы,Xbox-western,Xbox-western,BOX Western HD,True,1,ok
BOX Zombie HD,Кинозалы,Xbox-zombie,Xbox-zombie,BOX Zombie HD,True,1,ok
BOX Cyber HD,Кинозалы,Xbox-cyber,Xbox-cyber,BOX Cyber HD,True,1,ok
BOX Ghost HD,Кинозалы,Xbox-ghost,Xbox-ghost,BOX Ghost HD,True,1,ok
BOX Stories HD,Кинозалы,Xbox-stories,Xbox-stories,BOX Stories HD,True,1,ok
BOX Fantasy HD,Кинозалы,Xbox-fantasy,Xbox-fantasy,BOX Fantasy HD,True,1,ok
BOX Mayday HD,Кинозалы,Xbox-myday,Xbox-myday,BOX Mayday HD,True,1,ok
GL Series,Сериалы,Xgoldline-series,Xgoldline-series,GL Series,True,1,ok
GL Survival,Сериалы,Xgoldline-survival,Xgoldline-survival,GL Survival,True,1,ok
GL Детектив,Сериалы,Xgoldline-detektiv,Xgoldline-detektiv,GL Детектив,True,1,ok
GL Невский,Сериалы,XGL Невский,XGL Невский,GL Невский,True,1,ok
GL Brief,Сериалы,Xgoldline-brief,Xgoldline-brief,GL Brief,True,1,ok
GL Evidence,Сериалы,Xgoldline-evidence,Xgoldline-evidence,GL Evidence,True,1,ok
GL Exist,Сериалы,Xgoldline-exist,Xgoldline-exist,GL Exist,True,1,ok
GL Island,Сериалы,Xgoldline-island,Xgoldline-island,GL Island,True,1,ok
GL Naked&Funny,Кинозалы,Xgoldline-naked,Xgoldline-naked,GL Naked&Funny,True,1,ok
GL Psycho,Сериалы,Xgoldline-psy,Xgoldline-psy,GL Psycho,True,1,ok
TVPlay Латинские сериалы ретро,Сериалы,TVPLAY Латинские сериалы ретро,TVPLAY Латинские сериалы ретро,TVPlay Латинские сериалы ретро,True,1,ok
TVPlay DC Comics HD,Кинозалы,ch3754,ch3754,TVPlay DC Comics HD,True,1,ok
TVPlay Indian Cinema,Кинозалы,ocr-f26916c7bcdd03,ocr-f26916c7bcdd03,TVPlay Indian Cinema,False,1,no_validated_programme
TVPlay Игра Престолов HD,Сериалы,tvplay-igraprestolov,tvplay-igraprestolov,TVPlay Игра Престолов HD,True,1,ok
TVPlay Авторский перевод HD,Кинозалы,tvplay-avtorskiyperevod,tvplay-avtorskiyperevod,TVPlay Авторский перевод HD,True,1,ok
TVPlay АЛЬФ,Сериалы,tvplay-alf,tvplay-alf,TVPlay АЛЬФ,True,1,ok
TVPlay Космический,Кинозалы,tvplay-kosmicheskiy,tvplay-kosmicheskiy,TVPlay Космический,True,1,ok
TVPlay Лихие 90е Сериал,Сериалы,tvplay-lihie90eserial,tvplay-lihie90eserial,TVPlay Лихие 90е Сериал,True,1,ok
DITV ФИЛЬМЫ УЖАСОВ 80-х,Кинозалы,,,,False,1,ok
DITV Американские комедии 80-90-х,Кинозалы,,,,False,1,ok
DITV ГАРИ ПОТЕР,Кинозалы,,,,False,1,ok
DITV Про акул,Кинозалы,,,,False,1,ok
