playlist_name,group,expected_tvg_id,actual_tvg_id,actual_tvg_name,epg_validated,duplicate_name_count,status
DITV Про вампиров,Кинозалы,ocr-3b58321bb6ca52,ocr-3b58321bb6ca52,DITV Про вампиров,False,1,no_validated_programme
DITV Карпов,Сериалы,,,,False,1,ok
DITV Лихач,Сериалы,,,,False,1,ok
DITV комедийные сериалы,Сериалы,,,,False,2,ok
DITV ФИЛЬМЫ,Кинозалы,,,,False,1,ok
DITV КОМЕДИИ СССР,USSR,ocr-0c1fa648e06ac4,ocr-0c1fa648e06ac4,DITV КОМЕДИИ СССР,False,1,no_validated_programme
DITV комедийные сериалы,Сериалы,,,,False,2,ok
DITV КОМЕДИИ 90-х,Кинозалы,ocr-ef2ed7cb3ac165,ocr-ef2ed7cb3ac165,DITV КОМЕДИИ 90-х,False,1,no_validated_programme
DITV Глухарь,Сериалы,,,,False,1,ok
DITV КОМЕДИИ,Кинозалы,ocr-3167725b2ecf25,ocr-3167725b2ecf25,DITV КОМЕДИИ,False,1,no_validated_programme
DITV Куба,Сериалы,,,,False,1,ok
DITV СССР 4К,USSR,,,,False,1,ok
DITV Walt Disney,Кинозалы,,,,False,1,ok
DITV Concert,Кинозалы,,,,False,1,ok
DITV Пёс,Сериалы,,,,False,1,ok
DITV Агент национальной безопасности,Сериалы,,,,False,1,ok
DITV Пятницкий,Сериалы,,,,False,1,ok
DITV Game of Thrones,Сериалы,,,,False,1,ok
DITV Счастливы вместе,Сериалы,,,,False,1,ok
DITV КЛАССИКА ИНДИЙСКОГО КИНО,Кинозалы,,,,False,1,ok
DITV ПАТРИОТ,Сериалы,,,,False,1,ok
NEXT Volt,Кинозалы,Xnext-volt,Xnext-volt,NEXT Volt,True,1,ok
NEXT Blaze,Кинозалы,Xnext-blaze,Xnext-blaze,NEXT Blaze,True,1,ok
NEXT Spark,Кинозалы,Xnext-spark,Xnext-spark,NEXT Spark,True,1,ok
NEXT Mythic,Кинозалы,Xnext-mythic,Xnext-mythic,NEXT Mythic,True,1,ok
NEXT Shadow,Кинозалы,Xnext-shadow,Xnext-shadow,NEXT Shadow,True,1,ok
NEXT Nova,Кинозалы,Xnext-nova,Xnext-nova,NEXT Nova,True,1,ok
NEXT Vibe,Кинозалы,Xnext-vibe,Xnext-vibe,NEXT Vibe,True,1,ok
NEXT Aura,Кинозалы,Xnext-aura,Xnext-aura,NEXT Aura,True,1,ok
NEXT Venture,Кинозалы,Xnext-venture,Xnext-venture,NEXT Venture,True,1,ok
NEXT Epic,Кинозалы,Xnext-epic,Xnext-epic,NEXT Epic,True,1,ok
NEXT Horizon,Кинозалы,Xnext-horizon,Xnext-horizon,NEXT Horizon,True,1,ok
NEXT Joy,Кинозалы,Xnext-joy,Xnext-joy,NEXT Joy,True,1,ok
NEXT Echo,Кинозалы,Xnext-echo,Xnext-echo,NEXT Echo,True,1,ok
NEXT Fusion,Кинозалы,Xnext-fusion,Xnext-fusion,NEXT Fusion,True,1,ok
NEXT Vision,Кинозалы,Xnext-vision,Xnext-vision,NEXT Vision,True,1,ok
NEXT Bolt,Кинозалы,Xnext-bolt,Xnext-bolt,NEXT Bolt,True,1,ok
NEXT Pulse,Кинозалы,Xnext-pulse,Xnext-pulse,NEXT Pulse,True,1,ok
NEXT Strike,Кинозалы,Xnext-strike,Xnext-strike,NEXT Strike,True,1,ok
NEXT Quest,Кинозалы,Xnext-quest,Xnext-quest,NEXT Quest,True,1,ok
NEXT Peak,Кинозалы,Xnext-peak,Xnext-peak,NEXT Peak,True,1,ok
MM 007 HD,Кинозалы,Xminimax-007,Xminimax-007,MM 007 HD,True,1,ok
MM Flip UHD,Кинозалы,Xminimax-flip,Xminimax-flip,MM Flip UHD,True,1,ok
MM Honey HD,Кинозалы,Xminimax-honey,Xminimax-honey,MM Honey HD,True,1,ok
MM Live Planet HD,Кинозалы,Xminimax-live-planet,Xminimax-live-planet,MM Live Planet HD,True,1,ok
MM NewFilm 1 HD,Кинозалы,Xminimax-newfilm1,Xminimax-newfilm1,MM NewFilm 1 HD,True,1,ok
MM NewFilm 2 HD,Кинозалы,Xminimax-newfilm2,Xminimax-newfilm2,MM NewFilm 2 HD,True,1,ok
MM NewFilm 3 HD,Кинозалы,Xminimax-newfilm3,Xminimax-newfilm3,MM NewFilm 3 HD,True,1,ok
MM NewFilm RU HD,Кинозалы,ocr-5832b59d57247b,ocr-5832b59d57247b,MM NewFilm RU HD,False,1,no_validated_programme
MM UFO HD,Кинозалы,Xminimax-ufo,Xminimax-ufo,MM UFO HD,True,1,ok
MM USSR 1941-1945 HD,USSR,Xminimax-ussr-1941-1945,Xminimax-ussr-1941-1945,MM USSR 1941-1945 HD,True,1,ok
MM USSR Детектив HD,USSR,Xminimax-ussr-detektiv,Xminimax-ussr-detektiv,MM USSR Детектив HD,True,1,ok
MM USSR Комедия HD,USSR,Xminimax-ussr-komedija,Xminimax-ussr-komedija,MM USSR Комедия HD,True,1,ok
MM USSR Приключения HD,USSR,Xminimax-ussr-prikluchenija,Xminimax-ussr-prikluchenija,MM USSR Приключения HD,True,1,ok
MM USSR Драма HD,USSR,Xminimax-ussr-fantastika,Xminimax-ussr-fantastika,MM USSR Драма HD,True,1,ok
MM Боевик HD,Кинозалы,Xminimax-boevik,Xminimax-boevik,MM Боевик HD,True,1,ok
MM Боевик Classic HD,Кинозалы,ocr-a5d84b28081076,ocr-a5d84b28081076,MM Боевик Classic HD,False,1,no_validated_programme
MM Вестерн HD,Кинозалы,Xminimax-western,Xminimax-western,MM Вестерн HD,True,1,ok
MM Воронины HD,Сериалы,Xminimax-voronini,Xminimax-voronini,MM Воронины HD,True,1,ok
MM Затмение HD,Кинозалы,Xminimax-zatmenie,Xminimax-zatmenie,MM Затмение HD,True,1,ok
MM История HD,Кинозалы,Xminimax-istorija,Xminimax-istorija,MM История HD,True,1,ok
MM Катастрофа HD,Кинозалы,Xminimax-katastrofa,Xminimax-katastrofa,MM Катастрофа HD,True,1,ok
MM Киберпанк HD,Кинозалы,Xminimax-kiberpunk,Xminimax-kiberpunk,MM Киберпанк HD,True,1,ok
MM Комедия Classic HD,Кинозалы,Xminimax-comedy_classic,Xminimax-comedy_classic,MM Комедия Classic HD,True,1,ok
MM Комедия HD,Кинозалы,Xminimax-comedy,Xminimax-comedy,MM Комедия HD,True,1,ok
MM Криминал HD,Кинозалы,Xminimax-kriminal,Xminimax-kriminal,MM Криминал HD,True,1,ok
MM Крутые 90-е HD,Сериалы,Xminimax-krutie-90-e,Xminimax-krutie-90-e,MM Крутые 90-е HD,True,1,ok
MM Кунг-Фу HD,Кинозалы,Xminimax-kungfu,Xminimax-kungfu,MM Кунг-Фу HD,True,1,ok
MM Мифология HD,Кинозалы,Xminimax-mifologija,Xminimax-mifologija,MM Мифология HD,True,1,ok
MM Нуар HD,Кинозалы,Xminimax-nuar,Xminimax-nuar,MM Нуар HD,True,1,ok
MM Погружение HD,Кинозалы,Xminimax-pogrujenie,Xminimax-pogrujenie,MM Погружение HD,True,1,ok
MM Полицейский С Рублёвки HD,Сериалы,Xminimax-police,Xminimax-police,MM Полицейский С Рублёвки HD,True,1,ok
MM Приключения HD,Кинозалы,Xminimax-prikluchenija,Xminimax-prikluchenija,MM Приключения HD,True,1,ok
MM Роскино HD,Кинозалы,Xminimax-roskino,Xminimax-roskino,MM Роскино HD,True,1,ok
MM Сваты HD,Сериалы,Xminimax-svati,Xminimax-svati,MM Сваты HD,True,1,ok
MM Семейный 1 HD,Кинозалы,Xminimax-family1,Xminimax-family1,MM Семейный 1 HD,True,1,ok
MM Семейный 2 HD,Кинозалы,Xminimax-family2,Xminimax-family2,MM Семейный 2 HD,True,1,ok
MM Ситком HD,Сериалы,Xminimax-sitkom,Xminimax-sitkom,MM Ситком HD,True,1,ok
MM Ситком 2.0 HD,Сериалы,Xminimax-sitkom20,Xminimax-sitkom20,MM Ситком 2.0 HD,True,1,ok
MM Скорость HD,Кинозалы,Xminimax-skorost,Xminimax-skorost,MM Скорость HD,True,1,ok
MM Спорт HD,Кинозалы,Xminimax-sport,Xminimax-sport,MM Спорт HD,True,1,ok
MM Супергерои HD,Кинозалы,Xminimax-supergeroi,Xminimax-supergeroi,MM Супергерои HD,True,1,ok
MM Триллер HD,Кинозалы,Xminimax-triller,Xminimax-triller,MM Триллер HD,True,1,ok
MM Ужастик HD,Кинозалы,Xminimax-ujastik,Xminimax-ujastik,MM Ужастик HD,True,1,ok
MM Ужасы Classic HD,Кинозалы,Xminimax-ujasi-classic,Xminimax-ujasi-classic,MM Ужасы Classic HD,True,1,ok
MM Ужасы HD,Кинозалы,Xminimax-ujasi,Xminimax-ujasi,MM Ужасы HD,True,1,ok
MM Фантастика HD,Кинозалы,Xminimax-fantastika,Xminimax-fantastika,MM Фантастика HD,True,1,ok
MM Фобия HD,Кинозалы,Xminimax-fobija,Xminimax-fobija,MM Фобия HD,True,1,ok
MM Celebrity HD,Кинозалы,Xminimax-celebrity,Xminimax-celebrity,MM Celebrity HD,True,1,ok
MM Classic HD,Кинозалы,Xminimax-classic,Xminimax-classic,MM Classic HD,True,1,ok
MM Translation HD,Кинозалы,Xminimax-translation,Xminimax-translation,MM Translation HD,True,1,ok
MM Драма HD,Кинозалы,Xminimax-drama,Xminimax-drama,MM Драма HD,True,1,ok
MM Микромир HD,Познавательные,Xminimax-micromir,Xminimax-micromir,MM Микромир HD,True,1,ok
MM Макромир HD,Познавательные,Xminimax-makromir,Xminimax-makromir,MM Макромир HD,True,1,ok
MM Мегамир HD,Познавательные,Xminimax-megamir,Xminimax-megamir,MM Мегамир HD,True,1,ok
MS Prisons HD,Кинозалы,Xminimax-ms-prisons,Xminimax-ms-prisons,MS Prisons HD,True,1,ok
MM Агата Кристи HD,Сериалы,Xminimax-agata,Xminimax-agata,MM Агата Кристи HD,True,1,ok
MM Стивен Кинг HD,Кинозалы,Xminimax-st-king,Xminimax-st-king,MM Стивен Кинг HD,True,1,ok
jk_fargo,Сериалы,,,jk_fargo,False,1,ok
jk_SexandCity,Сериалы,,,jk_SexandCity,False,1,ok
jk_desperate,Сериалы,,,jk_desperate,False,1,ok
CPS Drama,Кинозалы,cps-drama,cps-drama,CPS Drama,True,1,ok
CPS Comedy,Кинозалы,cps-comedy,cps-comedy,CPS Comedy,True,1,ok
CPS Action,Кинозалы,cps-action,cps-action,CPS Action,True,1,ok
CPS Western,Кинозалы,cps-western,cps-western,CPS Western,True,1,ok
CPS Mix,Кинозалы,cps-mix,cps-mix,CPS Mix,True,1,ok
CPS Fiction,Кинозалы,cps-fiction,cps-fiction,CPS Fiction,True,1,ok
CPS Anime,Кинозалы,cps-anime,cps-anime,CPS Anime,True,1,ok
CPS USSR,USSR,cps-ussr,cps-ussr,CPS USSR,True,1,ok
CPS Fresh,Кинозалы,cps-fresh,cps-fresh,CPS Fresh,True,1,ok
CPS Oscar,Кинозалы,cps-oscar,cps-oscar,CPS Oscar,True,1,ok
CPS Detective,Кинозалы,cps-detective,cps-detective,CPS Detective,True,1,ok
CPS Jackie Chan,Кинозалы,cps-jackie-chan,cps-jackie-chan,CPS Jackie Chan,True,1,ok
Velilla TV Морские дьяволы HD,Сериалы,velillatvseadevils,velillatvseadevils,Velilla TV Морские дьяволы HD,True,1,ok
Velilla TV Морские дьяволы 2 HD,Сериалы,velillatvseadevilsparttwo,velillatvseadevilsparttwo,Velilla TV Морские дьяволы 2 HD,True,1,ok
Velilla TV Русский Сериал HD,Сериалы,velillaruserial,velillaruserial,Velilla TV Русский Сериал HD,True,1,ok
Velilla TV Русские Мелодрамы HD,Сериалы,velillarusmelodrama,velillarusmelodrama,Velilla TV Русские Мелодрамы HD,True,1,ok
Velilla TV Кухня + Отель «Элеон» HD,Сериалы,velillatvcocina,velillatvcocina,Velilla TV Кухня + Отель «Элеон» HD,True,1,ok
Velilla TV Домашний HD,Кинозалы,velillatvdomashniy,velillatvdomashniy,Velilla TV Домашний HD,True,1,ok
Velilla TV Вестерн HD,Кинозалы,velillatvwestern,velillatvwestern,Velilla TV Вестерн HD,True,1,ok
Velilla TV Action War Films HD,Кинозалы,actionwarfilms,actionwarfilms,Velilla TV Action War Films HD,True,1,ok
Velilla TV Мосгаз HD,Сериалы,velillamosgaz,velillamosgaz,Velilla TV Мосгаз HD,True,1,ok
Velilla TV Бандитский Петербург,Сериалы,banditpiter,banditpiter,Velilla TV Бандитский Петербург,True,1,ok
Velilla TV Элен и ребята,Сериалы,heleneetlesgarcons,heleneetlesgarcons,Velilla TV Элен и ребята,True,1,ok
Velilla TV Счастливы вместе,Сериалы,velillahappytogether,velillahappytogether,Velilla TV Счастливы вместе,True,1,ok
Velilla TV Ситком HD,Сериалы,velillatvsitcom,velillatvsitcom,Velilla TV Ситком HD,True,1,ok
Velilla TV ИП Пирогова HD,Сериалы,velillatvpirogova,velillatvpirogova,Velilla TV ИП Пирогова HD,True,1,ok
Velilla TV Новогодний,Кинозалы,velillanewyear,velillanewyear,Velilla TV Новогодний,True,1,ok
Velilla TV Балабол HD,Сериалы,velilla-balabol,velilla-balabol,Velilla TV Балабол HD,True,1,ok
BCU Ultra 4K,Кино 4K,Xbcu-ultra4k,Xbcu-ultra4k,BCU Ultra 4K,True,1,ok
BCU Premiere Ultra 4K,Кино 4K,Xbcu-premiere-4k,Xbcu-premiere-4k,BCU Premiere Ultra 4K,True,1,ok
BCU Сваты 4K,Кино 4K,Xbcu-svaty,Xbcu-svaty,BCU Сваты 4K,True,1,ok
Кино UHD 4k,Кино 4K,Xkino-ultra-hd,Xkino-ultra-hd,Кино UHD 4k,True,1,ok
CineMan Relax 4K,Кино 4K,Xcineman-relax,Xcineman-relax,CineMan Relax 4K,True,1,ok
BOX Premiere 4K,Кино 4K,Xbox-premiere4k,Xbox-premiere4k,BOX Premiere 4K,True,1,ok
BOX Serial 4K,Сериалы,Xbox-serial4k,Xbox-serial4k,BOX Serial 4K,True,1,ok
BOX Remast+ 4K,Кино 4K,Xbox-remast-plus-4k.png,Xbox-remast-plus-4k.png,BOX Remast+ 4K,True,1,ok
BOX Remast 4K,Кино 4K,Xbox-remast-4k,Xbox-remast-4k,BOX Remast 4K,True,1,ok
BOX Relax 4K,Кино 4K,Xbox-relax,Xbox-relax,BOX Relax 4K,True,1,ok
YOSSO-4K,Кино 4K,Xyosso-4k,Xyosso-4k,YOSSO-4K,True,1,ok
Bear TV МегаКадр RU UHD,Кино 4K,000101_MegaKadr,000101_MegaKadr,Bear TV МегаКадр RU UHD,True,1,ok
Bear TV Золотой Экран RU UHD,Кино 4K,000102_GoldenScreen,000102_GoldenScreen,Bear TV Золотой Экран RU UHD,True,1,ok
Bear TV КиноВремя RU UHD,Кино 4K,000104_KinoTime,000104_KinoTime,Bear TV КиноВремя RU UHD,True,1,ok
Bear TV КиноМир RU UHD,Кино 4K,000105_SerialWorld,000105_SerialWorld,Bear TV КиноМир RU UHD,True,1,ok
Bear TV Хитовый Экран RU UHD,Кино 4K,000109_SerialHit,000109_SerialHit,Bear TV Хитовый Экран RU UHD,True,1,ok
Bear TV Фильмонавт RU UHD,Кино 4K,000110_Filmonavt,000110_Filmonavt,Bear TV Фильмонавт RU UHD,True,1,ok
Bear TV КиноГоризонт RU UHD,Кино 4K,000113_KinoHorizon,000113_KinoHorizon,Bear TV КиноГоризонт RU UHD,True,1,ok
Bear TV Сюжет ТВ RU UHD,Кино 4K,000115_SyuzhetTV,000115_SyuzhetTV,Bear TV Сюжет ТВ RU UHD,True,1,ok
Bear TV Кадр Плюс RU UHD,Кино 4K,000116_KadrPlus,000116_KadrPlus,Bear TV Кадр Плюс RU UHD,True,1,ok
Bear TV КиноПульс RU UHD,Кино 4K,000117_KinoPulse,000117_KinoPulse,Bear TV КиноПульс RU UHD,True,1,ok
Bear TV Экран 24 RU UHD,Кино 4K,000121_Ekran24,000121_Ekran24,Bear TV Экран 24 RU UHD,True,1,ok
Bear TV Ночной Сеанс RU UHD,Кино 4K,000130_NightSeans,000130_NightSeans,Bear TV Ночной Сеанс RU UHD,True,1,ok
Bear TV Премьера Live RU UHD,Кино 4K,000131_PremiereLive,000131_PremiereLive,Bear TV Премьера Live RU UHD,True,1,ok
Bear TV КиноМаршрут RU UHD,Кино 4K,000132_KinoMarshrut,000132_KinoMarshrut,Bear TV КиноМаршрут RU UHD,True,1,ok
Bear TV Легенды Экрана RU UHD,Кино 4K,000133_LegendsEkrana,000133_LegendsEkrana,Bear TV Легенды Экрана RU UHD,True,1,ok
Bear TV КиноВолна RU UHD,Кино 4K,000135_MovieWave,000135_MovieWave,Bear TV КиноВолна RU UHD,True,1,ok
Bear TV КиноОрбита RU UHD,Кино 4K,000137_CinemaOrbit,000137_CinemaOrbit,Bear TV КиноОрбита RU UHD,True,1,ok
Bear TV Галактика Кино RU UHD,Кино 4K,000139_FilmGalaxy,000139_FilmGalaxy,Bear TV Галактика Кино RU UHD,True,1,ok
Bear TV КиноСфера RU UHD,Кино 4K,000141_KinoSphere,000141_KinoSphere,Bear TV КиноСфера RU UHD,True,1,ok
Bear TV КиноДрайв RU UHD,Кино 4K,000143_KinoDrive,000143_KinoDrive,Bear TV КиноДрайв RU UHD,True,1,ok
Bear TV Блокбастер ТВ RU UHD,Кино 4K,000144_BlockbusterTV,000144_BlockbusterTV,Bear TV Блокбастер ТВ RU UHD,True,1,ok
Bear TV Фильм Канал RU UHD,Кино 4K,000199_FilmKanal,000199_FilmKanal,Bear TV Фильм Канал RU UHD,True,1,ok
Bear TV КиноЛиния RU UHD,Кино 4K,000201_KinoLine,000201_KinoLine,Bear TV КиноЛиния RU UHD,True,1,ok
Bear TV КиноЗвезда RU UHD,Кино 4K,000202_MovieStar,000202_MovieStar,Bear TV КиноЗвезда RU UHD,True,1,ok
Bear TV КиноАрена RU UHD,Кино 4K,000203_KinoArena,000203_KinoArena,Bear TV КиноАрена RU UHD,True,1,ok
Bear TV Экран Будущего RU UHD,Кино 4K,000204_EkranFuture,000204_EkranFuture,Bear TV Экран Будущего RU UHD,True,1,ok
Bear TV Кино Нова RU UHD,Кино 4K,000205_CinemaNova,000205_CinemaNova,Bear TV Кино Нова RU UHD,True,1,ok
Bear TV КиноФокус RU UHD,Кино 4K,000206_KinoFocus,000206_KinoFocus,Bear TV КиноФокус RU UHD,True,1,ok
Bear TV ФильмПоток RU UHD,Кино 4K,000207_FilmPotok,000207_FilmPotok,Bear TV ФильмПоток RU UHD,True,1,ok
Bear TV КиноМикс RU UHD,Кино 4K,000208_KinoMix,000208_KinoMix,Bear TV КиноМикс RU UHD,True,1,ok
Bear TV КиноКлассика RU UHD,Кино 4K,000209_KinoClassic,000209_KinoClassic,Bear TV КиноКлассика RU UHD,True,1,ok
Bear TV СуперСеанс RU UHD,Кино 4K,000210_SuperSeans,000210_SuperSeans,Bear TV СуперСеанс RU UHD,True,1,ok
Bear TV КиноДом RU UHD,Кино 4K,000211_HDKinoDom,000211_HDKinoDom,Bear TV КиноДом RU UHD,True,1,ok
Bear TV КиноПланета RU UHD,Кино 4K,000212_KinoPlanet,000212_KinoPlanet,Bear TV КиноПланета RU UHD,True,1,ok
Bear TV КиноНочь RU UHD,Кино 4K,000213_MovieNight,000213_MovieNight,Bear TV КиноНочь RU UHD,True,1,ok
Bear TV КиноПортал RU UHD,Кино 4K,000214_KinoPortal,000214_KinoPortal,Bear TV КиноПортал RU UHD,True,1,ok
Bear TV Экран Премиум RU UHD,Кино 4K,000215_EkranPremium,000215_EkranPremium,Bear TV Экран Премиум RU UHD,True,1,ok
Bear TV КиноСвет RU UHD,Кино 4K,000216_KinoSvet,000216_KinoSvet,Bear TV КиноСвет RU UHD,True,1,ok
Bear TV ФильмЭкспресс RU UHD,Кино 4K,000217_FilmExpress,000217_FilmExpress,Bear TV ФильмЭкспресс RU UHD,True,1,ok
Bear TV Парк Кино RU UHD,Кино 4K,000218_SerialPark,000218_SerialPark,Bear TV Парк Кино RU UHD,True,1,ok
Bear TV Время Кино RU UHD,Кино 4K,000219_CinemaTime,000219_CinemaTime,Bear TV Время Кино RU UHD,True,1,ok
Bear TV КиноМаяк RU UHD,Кино 4K,000220_KinoMayak,000220_KinoMayak,Bear TV КиноМаяк RU UHD,True,1,ok
Bear TV КиноБаза RU UHD,Кино 4K,000221_KinoBaza,000221_KinoBaza,Bear TV КиноБаза RU UHD,True,1,ok
Bear TV ФильмЗона RU UHD,Кино 4K,000222_FilmZone,000222_FilmZone,Bear TV ФильмЗона RU UHD,True,1,ok
Bear TV КиноИмперия RU UHD,Кино 4K,000223_KinoEmpire,000223_KinoEmpire,Bear TV КиноИмперия RU UHD,True,1,ok
Bear TV Экран Хит RU UHD,Кино 4K,000224_EkranHit,000224_EkranHit,Bear TV Экран Хит RU UHD,True,1,ok
Bear TV Линия Кино RU UHD,Кино 4K,000225_MovieLine,000225_MovieLine,Bear TV Линия Кино RU UHD,True,1,ok
Bear TV КиноРитм RU UHD,Кино 4K,000226_KinoRhythm,000226_KinoRhythm,Bear TV КиноРитм RU UHD,True,1,ok
Bear TV Сеанс 24/7 RU UHD,Кино 4K,000227_Seans247,000227_Seans247,Bear TV Сеанс 24/7 RU UHD,True,1,ok
Bear TV Киномания RU UHD,Кино 4K,009999_KinoMania,009999_KinoMania,Bear TV Киномания RU UHD,True,1,ok
Velilla TV Cinema 4K,Кино 4K,velilla4K,velilla4K,Velilla TV Cinema 4K,True,1,ok
Velilla TV  The X - Files 4K,Кино 4K,velillathexfiles4k,velillathexfiles4k,Velilla TV  The X - Files 4K,True,1,ok
Eurosport,Спорт,Xeurosport1,Xeurosport1,Eurosport,True,1,ok
Eurosport HD,Спорт,Xeurosport1,Xeurosport1,Eurosport HD,True,1,ok
Eurosport 4K,Спорт,Xeurosport1,Xeurosport1,Eurosport 4K,True,1,ok
Eurosport 2,Спорт,Xeurosport2,Xeurosport2,Eurosport 2,True,1,ok
Eurosport 2 HD,Спорт,Xeurosport2,Xeurosport2,Eurosport 2 HD,True,1,ok
Eurosport 3 HD,Спорт,,Xeurosport3,Eurosport 3 HD,False,1,ok
Матч! ПРЕМЬЕР,Спорт,Xmatch-premier,Xmatch-premier,Матч! ПРЕМЬЕР,True,1,ok
Матч Премьер HD,Спорт,Xmatch-premier,Xmatch-premier,Матч Премьер HD,True,1,ok
Матч Арена,Спорт,Xmatch-arena,Xmatch-arena,Матч Арена,True,1,ok
Матч! Арена HD,Спорт,Xmatch-arena,Xmatch-arena,Матч! Арена HD,True,1,ok
Матч! Планета,Спорт,Xmatch-planeta,Xmatch-planeta,Матч! Планета,True,1,ok
Матч ТВ,Спорт,Xmatch-tv,Xmatch-tv,Матч ТВ,True,1,ok
Матч! HD,Спорт,Xmatch-tv,Xmatch-tv,Матч! HD,True,1,ok
Матч! 50fps,Спорт,Xmatch-tv,Xmatch-tv,Матч! 50fps,True,1,ok
Матч! Боец HD,Спорт,Xmatch-boets,Xmatch-boets,Матч! Боец HD,True,1,ok
МАТЧ! Страна,Спорт,Xmatch-nash-sport,Xmatch-nash-sport,МАТЧ! Страна,True,1,ok
Матч! Страна HD,Спорт,Xmatch-nash-sport,Xmatch-nash-sport,Матч! Страна HD,True,1,ok
Матч! Игра,Спорт,Xmatch-igra,Xmatch-igra,Матч! Игра,True,1,ok
Матч! Игра HD,Спорт,Xmatch-igra,Xmatch-igra,Матч! Игра HD,True,1,ok
Матч! Футбол 1 HD,Спорт,Xmatch-football1,Xmatch-football1,Матч! Футбол 1 HD,True,1,ok
Матч Футбол 1,Спорт,Xmatch-football1,Xmatch-football1,Матч Футбол 1,True,1,ok
Матч! Футбол 2 HD,Спорт,Xmatch-football2,Xmatch-football2,Матч! Футбол 2 HD,True,1,ok
Матч! Футбол 3 HD,Спорт,Xmatch-football3,Xmatch-football3,Матч! Футбол 3 HD,True,1,ok
Megogo Спорт HD,Спорт,Xmegogo-sport,Xmegogo-sport,Megogo Спорт HD,True,1,ok
Megogo Футбол 1 HD,Спорт,Xmegogo-football-1,Xmegogo-football-1,Megogo Футбол 1 HD,True,1,ok
Megogo Футбол 2 HD,Спорт,Xmegogo-football-2,Xmegogo-football-2,Megogo Футбол 2 HD,True,1,ok
Megogo Футбол 3 HD,Спорт,Xmegogo-football-3,Xmegogo-football-3,Megogo Футбол 3 HD,True,1,ok
Megogo Футбол 4 HD,Спорт,Xmegogo-football-4,Xmegogo-football-4,Megogo Футбол 4 HD,True,1,ok
Megogo Футбол 5 HD,Спорт,Xmegogo-football-5,Xmegogo-football-5,Megogo Футбол 5 HD,True,1,ok
Megogo Гонг,Спорт,Xmegogo-gong,Xmegogo-gong,Megogo Гонг,True,1,ok
Setanta Sports Premium HD,Спорт,setanta-sports-premium,setanta-sports-premium,Setanta Sports Premium HD,True,1,ok
Setanta Sports Ukraine,Спорт,Xsetanta-ua,Xsetanta-ua,Setanta Sports Ukraine,True,1,ok
Setanta Sports HD 50fps,Спорт,Xsetanta-ua,Xsetanta-ua,Setanta Sports HD 50fps,True,1,ok
Setanta Sports+ HD 50fps,Спорт,Xsetanta-plus-ua,Xsetanta-plus-ua,Setanta Sports+ HD 50fps,True,1,ok
Setanta Sports+ Ukraine,Спорт,Xsetanta-plus-ua,Xsetanta-plus-ua,Setanta Sports+ Ukraine,True,1,ok
Setanta Sports 1 HD,Спорт,Xsetanta-sports,Xsetanta-sports,Setanta Sports 1 HD,True,1,ok
Setanta Sports 2 HD,Спорт,Xsetanta-sports-plus,Xsetanta-sports-plus,Setanta Sports 2 HD,True,1,ok
Setanta Qazaqstan,Спорт,Xsetanta-kz,Xsetanta-kz,Setanta Qazaqstan,True,1,ok
Setanta Sports HD MD,Спорт,7244,7244,Setanta Sports HD MD,True,2,ok
Суспільне Спорт,Спорт,Xsuspilne-sport-ua,Xsuspilne-sport-ua,Суспільне Спорт,True,1,ok
Суспільне Спорт 50FPS,Спорт,Xsuspilne-sport-ua,Xsuspilne-sport-ua,Суспільне Спорт 50FPS,True,1,ok
DiviSport,Спорт,Xdivisport,Xdivisport,DiviSport,True,1,ok
Dynamo Kyiv TV,Спорт,Xdynamo-kyiv-tv,Xdynamo-kyiv-tv,Dynamo Kyiv TV,True,1,ok
Футбол,Спорт,Xfootball-ru,Xfootball-ru,Футбол,True,1,ok
Футбол HD,Спорт,Xfootball-ru,Xfootball-ru,Футбол HD,True,1,ok
Viju+ Sport,Спорт,Xviasat-sport,Xviasat-sport,Viju+ Sport,True,1,ok
Viju+ Sport HD,Спорт,Xviasat-sport,Xviasat-sport,Viju+ Sport HD,True,1,ok
Окко Спорт HD,Спорт,Xokko-sport,Xokko-sport,Окко Спорт HD,True,1,ok
Окко Футбол HD,Спорт,Xokko-football,Xokko-football,Окко Футбол HD,True,1,ok
Окко.Прайм Спорт,Спорт,Xokko-sport-2,Xokko-sport-2,Окко.Прайм Спорт,True,1,ok
Окко Чемпионат,Спорт,Xokko-chemp,Xokko-chemp,Окко Чемпионат,True,1,ok
Старт Триумф HD,Спорт,Xstart-triumf,Xstart-triumf,Старт Триумф HD,True,1,ok
Старт HD,Спорт,Xstart,Xstart,Старт HD,True,1,ok
Конный мир HD,Спорт,Xkonny-mir,Xkonny-mir,Конный мир HD,True,1,ok
КХЛ,Спорт,Xkxl,Xkxl,КХЛ,True,1,ok
KHL Prime,Спорт,Xkxl-hd,Xkxl-hd,KHL Prime,True,1,ok
Хоккейный,Спорт,Xxokkejny,Xxokkejny,Хоккейный,True,1,ok
Бокс ТВ,Спорт,Xbox-tv,Xbox-tv,Бокс ТВ,True,1,ok
Sport 1 UA,Спорт,Xsport1-ua,Xsport1-ua,Sport 1 UA,True,1,ok
Sport 2 UA,Спорт,Xsport2-ua,Xsport2-ua,Sport 2 UA,True,1,ok
Спорт 3 UA,Спорт,,,Спорт 3 UA,False,1,ok
