group,playlist_name,provider_name,provider_tvg_id,output_tvg_id,programme_count,current_count,future_count,current_mode,status
Кинозалы,Fresh Adventure,Fresh Adventure,Xfresh-adventure,Xfresh-adventure,88,1,24,EPG,OK
Кинозалы,Fresh Romantic,Fresh Romantic,Xfresh-romatic,Xfresh-romatic,92,1,24,EPG,OK
Кинозалы,Fresh Russian,Fresh Russian,Xfresh-russian,Xfresh-russian,92,1,24,EPG,OK
Кинозалы,Fresh Thriller,Fresh Thriller,Xfresh-thriller,Xfresh-thriller,83,1,22,EPG,OK
Кинозалы,KBC-В.О.В. HD,KBC-В.О.В. HD,X39821,X39821,76,1,58,EPG,OK
Кинозалы,KBC-Comics HD,KBC-Comics HD,X39800,X39800,62,1,40,EPG,OK
Кинозалы,KBC-Elite comedy's HD,KBC-Elite comedy's HD,X35448,X35448,74,1,52,EPG,OK
Кинозалы,KBC-Fantastic HD,KBC-Fantastic HD,X39795,X39795,65,1,47,EPG,OK
Кинозалы,KBC-History HD,KBC-History HD,X39796,X39796,56,1,39,EPG,OK
Кинозалы,KBC-Newfilm HD,KBC-Newfilm HD,X39048,X39048,73,1,51,EPG,OK
Кинозалы,KBC-WAR HD,KBC-WAR HD,X42051,X42051,63,1,45,EPG,OK
Кинозалы,KBC-Russian Комедия HD,KBC-Russian Комедия HD,X36168,X36168,77,1,54,EPG,OK
Кинозалы,KBC-Видак HD,KBC-Видак HD,X36251,X36251,65,1,45,EPG,OK
Кинозалы,KBC-ГАЙ Ritchie & Tarantino,KBC-ГАЙ Ritchie & Tarantino,X39819,X39819,60,1,42,EPG,OK
Кинозалы,KBC-ДрамаTic HD,KBC-ДрамаTic HD,X36732,X36732,63,1,43,EPG,OK
Кинозалы,KBC-Вестерн HD,KBC-Вестерн HD,X39825,X39825,68,1,47,EPG,OK
Кинозалы,KBC-Кошмарное HD,KBC-Кошмарное HD,X36277,X36277,72,1,51,EPG,OK
USSR,KBC-Страна СССР,KBC-Страна СССР,X36506,X36506,82,1,59,EPG,OK
Кинозалы,KBC-MusKino HD,KBC-MusKino HD,X39822,X39822,66,1,46,EPG,OK
Кинозалы,KBC-СпортМикс HD,KBC-СпортМикс HD,X35525,X35525,68,1,49,EPG,OK
Кинозалы,KBC-ГОБЛИН HD,KBC-ГОБЛИН HD,X42054,X42054,65,1,43,EPG,OK
Кинозалы,KBC-Шпионское HD,KBC-Шпионское HD,X39820,X39820,62,1,44,EPG,OK
Кинозалы,KBC-АНИМЕ HD,KBC-АНИМЕ HD,X42053,X42053,112,1,60,EPG,OK
Кинозалы,KBC-Легендарное HD,KBC-Легендарное HD,X39826,X39826,66,1,47,EPG,OK
Кинозалы,YOSSO TV Grand,YOSSO TV Grand,Xyosso-grand,Xyosso-grand,86,1,25,EPG,OK
Кинозалы,YOSSO TV VHS,YOSSO TV VHS,Xyosso-vhs,Xyosso-vhs,109,1,32,EPG,OK
Кинозалы,YOSSO TV Русские фильмы,YOSSO TV Русские фильмы,Xyosso-rusfilm,Xyosso-rusfilm,105,1,32,EPG,OK
USSR,YOSSO TV Советские фильмы,YOSSO TV Советские фильмы,Xyosso-sovfilm,Xyosso-sovfilm,122,1,35,EPG,OK
Кинозалы,YOSSO TV New Кино,YOSSO TV New Кино,Xyosso-newkino,Xyosso-newkino,106,1,32,EPG,OK
Кинозалы,YOSSO TV Трагичное,YOSSO TV Трагичное,Xyosso-tragic,Xyosso-tragic,102,1,31,EPG,OK
Кинозалы,YOSSO TV Забавное,YOSSO TV Забавное,Xyosso-zabavno,Xyosso-zabavno,106,1,31,EPG,OK
Кинозалы,YOSSO BEST 60fps,YOSSO BEST 60fps,Xyosso-best60fps,Xyosso-best60fps,99,1,29,EPG,OK
Кинозалы,YOSSO TV BEST,YOSSO TV BEST,Xyosso-best,Xyosso-best,93,1,29,EPG,OK
Кинозалы,YOSSO TV Ковбойское,YOSSO TV Ковбойское,Xyosso-cowboy,Xyosso-cowboy,104,1,25,EPG,OK
Кинозалы,YOSSO TV Adrenaline,YOSSO TV Adrenaline,Xyosso-adventure,Xyosso-adventure,98,1,29,EPG,OK
Кинозалы,YOSSO TV Adventure,YOSSO TV Adventure,Xyosso-adventure,Xyosso-adventure,98,1,29,EPG,OK
Кинозалы,YOSSO TV OBLIVION,YOSSO TV OBLIVION,Xyosso-oblivion,Xyosso-oblivion,104,1,31,EPG,OK
Кинозалы,YOSSO TV Thriller,YOSSO TV Thriller,Xyosso-thriller,Xyosso-thriller,78,1,3,EPG,OK
Кинозалы,YOSSO-C-INQUEST,YOSSO-C-INQUEST,Xc-inquest-yosso,Xc-inquest-yosso,123,1,94,EPG,OK
Кинозалы,YOSSO-C-COMEDY,YOSSO-C-COMEDY,Xc-comedy-yosso,Xc-comedy-yosso,128,1,96,EPG,OK
Кинозалы,Видеокассета VHS,Видеокассета VHS,,Видеокасета VHS,89,1,72,EPG,OK
Кинозалы,CineMan,CineMan,Xcineman,Xcineman,112,1,33,EPG,OK
Кинозалы,CineMan Action,CineMan Action,Xcineman-action,Xcineman-action,106,1,31,EPG,OK
Кинозалы,CineMan Комедия,CineMan Комедия,Xcineman-comedy,Xcineman-comedy,112,1,34,EPG,OK
Кинозалы,CineMan Катастрофы,CineMan Катастрофы,Xcineman-katastrofy,Xcineman-katastrofy,102,1,30,EPG,OK
Кинозалы,CineMan Marvel,CineMan Marvel,Xcineman-marvel,Xcineman-marvel,89,1,27,EPG,OK
Кинозалы,CineMan Melodrama,CineMan Melodrama,Xcineman-melodrama,Xcineman-melodrama,104,1,31,EPG,OK
Кинозалы,CineMan Premium,CineMan Premium,Xcineman-premium,Xcineman-premium,96,1,28,EPG,OK
Кинозалы,CineMan РуКино,CineMan РуКино,Xcineman-rukino,Xcineman-rukino,117,1,36,EPG,OK
USSR,CineMan Дубляж СССР,CineMan Дубляж СССР,,cineman-dub-ssr,109,1,34,EPG,OK
Кинозалы,CineMan Симпсоны,CineMan Симпсоны,Xcineman-simps,Xcineman-simps,508,1,150,EPG,OK
Кинозалы,CineMan Thriller,CineMan Thriller,Xcineman-thriller,Xcineman-thriller,107,1,32,EPG,OK
Кинозалы,CineMan Top,CineMan Top,Xcineman-top,Xcineman-top,90,1,28,EPG,OK
Кинозалы,CineMan Ужасы,CineMan Ужасы,Xcineman-uzhasy,Xcineman-uzhasy,116,1,35,EPG,OK
Кинозалы,CineMan VHS,CineMan VHS,Xcineman-vhs,Xcineman-vhs,105,1,32,EPG,OK
Кинозалы,BCU Biography HDR,BCU Biography HDR,Xbcu-biography-hdr,Xbcu-biography-hdr,77,1,21,EPG,OK
Кинозалы,BOX Franchise HD,BOX Franchise HD,Xbox-franchise,Xbox-franchise,97,1,29,EPG,OK
Кинозалы,BOX Hybrid HD,BOX Hybrid HD,Xbox-hybrid,Xbox-hybrid,115,1,34,EPG,OK
Кинозалы,BOX Gangster HD,BOX Gangster HD,Xbox-gangster,Xbox-gangster,100,1,31,EPG,OK
Кинозалы,BOX Oscar HD,BOX Oscar HD,Xbox-oscar,Xbox-oscar,85,1,25,EPG,OK
Кинозалы,BOX Memory HD,BOX Memory HD,Xbox-memory,Xbox-memory,206,1,55,EPG,OK
Кинозалы,BOX Game HD,BOX Game HD,Xbox-game,Xbox-game,158,1,49,EPG,OK
Кинозалы,BOX Spy HD,BOX Spy HD,Xbox-spy,Xbox-spy,103,1,31,EPG,OK
Кинозалы,BOX Western HD,BOX Western HD,Xbox-western,Xbox-western,98,1,30,EPG,OK
Кинозалы,BOX Zombie HD,BOX Zombie HD,Xbox-zombie,Xbox-zombie,78,1,28,EPG,OK
Кинозалы,BOX Cyber HD,BOX Cyber HD,Xbox-cyber,Xbox-cyber,106,1,32,EPG,OK
Кинозалы,BOX Ghost HD,BOX Ghost HD,Xbox-ghost,Xbox-ghost,122,1,38,EPG,OK
Кинозалы,BOX Stories HD,BOX Stories HD,Xbox-stories,Xbox-stories,375,1,104,EPG,OK
Кинозалы,BOX Fantasy HD,BOX Fantasy HD,Xbox-fantasy,Xbox-fantasy,88,1,25,EPG,OK
Кинозалы,BOX Mayday HD,BOX Mayday HD,Xbox-myday,Xbox-myday,232,1,60,EPG,OK
Кинозалы,GL Naked&Funny,GL Naked&Funny,Xgoldline-naked,Xgoldline-naked,331,1,35,EPG,OK
Кинозалы,TVPlay DC Comics HD,TVPlay DC Comics HD,,ch3754,38,1,21,EPG,OK
Кинозалы,TVPlay Indian Cinema,TVPlay Indian Cinema,,tvplay-indiancinema,50,1,10,EPG,OK
Кинозалы,TVPlay Авторский перевод HD,TVPlay Авторский перевод HD,,tvplay-avtorskiyperevod,95,1,30,EPG,OK
Кинозалы,TVPlay Космический,TVPlay Космический,,tvplay-kosmicheskiy,85,1,27,EPG,OK
Кинозалы,DITV ФИЛЬМЫ УЖАСОВ 80-х,DITV ФИЛЬМЫ УЖАСОВ 80-х,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV Американские комедии 80-90-х,DITV Американские комедии 80-90-х,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV ГАРИ ПОТЕР,DITV ГАРИ ПОТЕР,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV Про акул,DITV Про акул,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV Про вампиров,DITV Про вампиров,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV ФИЛЬМЫ,DITV ФИЛЬМЫ,no_epg_cinema,,0,0,0,,NO_MAPPING
USSR,DITV КОМЕДИИ СССР,DITV КОМЕДИИ СССР,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV КОМЕДИИ 90-х,DITV КОМЕДИИ 90-х,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV КОМЕДИИ,DITV КОМЕДИИ,no_epg_cinema,Xliveocr-a5c197c41749b344,1,1,0,LIVE_OCR,OK
USSR,DITV СССР 4К,DITV СССР 4К,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV Walt Disney,DITV Walt Disney,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV Concert,DITV Concert,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,DITV КЛАССИКА ИНДИЙСКОГО КИНО,DITV КЛАССИКА ИНДИЙСКОГО КИНО,no_epg_cinema,,0,0,0,,NO_MAPPING
Кинозалы,NEXT Volt,NEXT Volt,Xnext-volt,Xnext-volt,92,1,27,EPG,OK
Кинозалы,NEXT Blaze,NEXT Blaze,Xnext-blaze,Xnext-blaze,87,1,26,EPG,OK
Кинозалы,NEXT Spark,NEXT Spark,Xnext-spark,Xnext-spark,114,1,34,EPG,OK
Кинозалы,NEXT Mythic,NEXT Mythic,Xnext-mythic,Xnext-mythic,116,1,35,EPG,OK
Кинозалы,NEXT Shadow,NEXT Shadow,Xnext-shadow,Xnext-shadow,112,1,34,EPG,OK
Кинозалы,NEXT Nova,NEXT Nova,Xnext-nova,Xnext-nova,91,1,28,EPG,OK
Кинозалы,NEXT Vibe,NEXT Vibe,Xnext-vibe,Xnext-vibe,98,1,29,EPG,OK
Кинозалы,NEXT Aura,NEXT Aura,Xnext-aura,Xnext-aura,99,1,30,EPG,OK
Кинозалы,NEXT Venture,NEXT Venture,Xnext-venture,Xnext-venture,110,1,33,EPG,OK
Кинозалы,NEXT Epic,NEXT Epic,Xnext-epic,Xnext-epic,91,1,27,EPG,OK
Кинозалы,NEXT Horizon,NEXT Horizon,Xnext-horizon,Xnext-horizon,101,1,30,EPG,OK
Кинозалы,NEXT Joy,NEXT Joy,Xnext-joy,Xnext-joy,113,1,33,EPG,OK
Кинозалы,NEXT Echo,NEXT Echo,Xnext-echo,Xnext-echo,89,1,27,EPG,OK
Кинозалы,NEXT Fusion,NEXT Fusion,Xnext-fusion,Xnext-fusion,86,1,25,EPG,OK
Кинозалы,NEXT Vision,NEXT Vision,Xnext-vision,Xnext-vision,82,1,24,EPG,OK
Кинозалы,NEXT Bolt,NEXT Bolt,Xnext-bolt,Xnext-bolt,102,1,30,EPG,OK
Кинозалы,NEXT Pulse,NEXT Pulse,Xnext-pulse,Xnext-pulse,109,1,33,EPG,OK
Кинозалы,NEXT Strike,NEXT Strike,Xnext-strike,Xnext-strike,92,1,28,EPG,OK
Кинозалы,NEXT Quest,NEXT Quest,Xnext-quest,Xnext-quest,116,1,35,EPG,OK
Кинозалы,NEXT Peak,NEXT Peak,Xnext-peak,Xnext-peak,98,1,29,EPG,OK
Кинозалы,MM 007 HD,MM 007 HD,Xminimax-007,Xminimax-007,95,1,28,EPG,OK
Кинозалы,MM Flip UHD,MM Flip UHD,Xminimax-flip,Xminimax-flip,100,1,30,EPG,OK
Кинозалы,MM Honey HD,MM Honey HD,Xminimax-honey,Xminimax-honey,193,1,56,EPG,OK
Кинозалы,MM Live Planet HD,MM Live Planet HD,Xminimax-live-planet,Xminimax-live-planet,235,1,72,EPG,OK
Кинозалы,MM NewFilm 1 HD,MM NewFilm 1 HD,Xminimax-newfilm1,Xminimax-newfilm1,82,1,11,EPG,OK
Кинозалы,MM NewFilm 2 HD,MM NewFilm 2 HD,Xminimax-newfilm2,Xminimax-newfilm2,110,1,32,EPG,OK
Кинозалы,MM NewFilm 3 HD,MM NewFilm 3 HD,Xminimax-newfilm3,Xminimax-newfilm3,86,1,7,EPG,OK
Кинозалы,MM NewFilm RU HD,MM NewFilm RU HD,Xminimax-newfilmru,Xminimax-newfilmru,120,1,36,EPG,OK
Кинозалы,MM UFO HD,MM UFO HD,Xminimax-ufo,Xminimax-ufo,103,1,29,EPG,OK
USSR,MM USSR 1941-1945 HD,MM USSR 1941-1945 HD,Xminimax-ussr-1941-1945,Xminimax-ussr-1941-1945,147,1,45,EPG,OK
USSR,MM USSR Детектив HD,MM USSR Детектив HD,Xminimax-ussr-detektiv,Xminimax-ussr-detektiv,149,1,44,EPG,OK
USSR,MM USSR Комедия HD,MM USSR Комедия HD,Xminimax-ussr-komedija,Xminimax-ussr-komedija,89,1,10,EPG,OK
USSR,MM USSR Приключения HD,MM USSR Приключения HD,Xminimax-ussr-prikluchenija,Xminimax-ussr-prikluchenija,97,1,30,EPG,OK
USSR,MM USSR Драма HD,MM USSR Драма HD,Xminimax-ussr-fantastika,Xminimax-ussr-fantastika,119,1,36,EPG,OK
Кинозалы,MM Боевик HD,MM Боевик HD,Xminimax-boevik,Xminimax-boevik,108,1,34,EPG,OK
Кинозалы,MM Боевик Classic HD,MM Боевик Classic HD,Xminimax-boevik_classic,Xminimax-boevik_classic,114,1,34,EPG,OK
Кинозалы,MM Вестерн HD,MM Вестерн HD,Xminimax-western,Xminimax-western,111,1,34,EPG,OK
Кинозалы,MM Затмение HD,MM Затмение HD,Xminimax-zatmenie,Xminimax-zatmenie,92,1,9,EPG,OK
Кинозалы,MM История HD,MM История HD,Xminimax-istorija,Xminimax-istorija,82,1,20,EPG,OK
Кинозалы,MM Катастрофа HD,MM Катастрофа HD,Xminimax-katastrofa,Xminimax-katastrofa,93,1,22,EPG,OK
Кинозалы,MM Киберпанк HD,MM Киберпанк HD,Xminimax-kiberpunk,Xminimax-kiberpunk,90,1,13,EPG,OK
Кинозалы,MM Комедия Classic HD,MM Комедия Classic HD,Xminimax-comedy_classic,Xminimax-comedy_classic,116,1,34,EPG,OK
Кинозалы,MM Комедия HD,MM Комедия HD,Xminimax-comedy,Xminimax-comedy,117,1,35,EPG,OK
Кинозалы,MM Криминал HD,MM Криминал HD,Xminimax-kriminal,Xminimax-kriminal,101,1,30,EPG,OK
Кинозалы,MM Кунг-Фу HD,MM Кунг-Фу HD,Xminimax-kungfu,Xminimax-kungfu,118,1,35,EPG,OK
Кинозалы,MM Мифология HD,MM Мифология HD,Xminimax-mifologija,Xminimax-mifologija,196,1,58,EPG,OK
Кинозалы,MM Нуар HD,MM Нуар HD,Xminimax-nuar,Xminimax-nuar,127,1,39,EPG,OK
Кинозалы,MM Погружение HD,MM Погружение HD,Xminimax-pogrujenie,Xminimax-pogrujenie,98,1,15,EPG,OK
Кинозалы,MM Приключения HD,MM Приключения HD,Xminimax-prikluchenija,Xminimax-prikluchenija,96,1,29,EPG,OK
Кинозалы,MM Роскино HD,MM Роскино HD,Xminimax-roskino,Xminimax-roskino,108,1,26,EPG,OK
Кинозалы,MM Семейный 1 HD,MM Семейный 1 HD,Xminimax-family1,Xminimax-family1,117,1,34,EPG,OK
Кинозалы,MM Семейный 2 HD,MM Семейный 2 HD,Xminimax-family2,Xminimax-family2,132,1,38,EPG,OK
Кинозалы,MM Скорость HD,MM Скорость HD,Xminimax-skorost,Xminimax-skorost,145,1,45,EPG,OK
Кинозалы,MM Спорт HD,MM Спорт HD,Xminimax-sport,Xminimax-sport,105,1,32,EPG,OK
Кинозалы,MM Супергерои HD,MM Супергерои HD,Xminimax-supergeroi,Xminimax-supergeroi,94,1,27,EPG,OK
Кинозалы,MM Триллер HD,MM Триллер HD,Xminimax-triller,Xminimax-triller,110,1,32,EPG,OK
Кинозалы,MM Ужастик HD,MM Ужастик HD,Xminimax-ujastik,Xminimax-ujastik,209,1,70,EPG,OK
Кинозалы,MM Ужасы Classic HD,MM Ужасы Classic HD,Xminimax-ujasi-classic,Xminimax-ujasi-classic,123,1,37,EPG,OK
Кинозалы,MM Ужасы HD,MM Ужасы HD,Xminimax-ujasi,Xminimax-ujasi,120,1,36,EPG,OK
Кинозалы,MM Фантастика HD,MM Фантастика HD,Xminimax-fantastika,Xminimax-fantastika,110,1,32,EPG,OK
Кинозалы,MM Фобия HD,MM Фобия HD,Xminimax-fobija,Xminimax-fobija,124,1,37,EPG,OK
Кинозалы,MM Celebrity HD,MM Celebrity HD,Xminimax-celebrity,Xminimax-celebrity,95,1,28,EPG,OK
Кинозалы,MM Classic HD,MM Classic HD,Xminimax-classic,Xminimax-classic,166,1,44,EPG,OK
Кинозалы,MM Translation HD,MM Translation HD,Xminimax-translation,Xminimax-translation,102,1,30,EPG,OK
Кинозалы,MM Драма HD,MM Драма HD,Xminimax-drama,Xminimax-drama,96,1,29,EPG,OK
Кинозалы,MS Prisons HD,MS Prisons HD,Xminimax-ms-prisons,Xminimax-ms-prisons,190,1,55,EPG,OK
Кинозалы,MM Стивен Кинг HD,MM Стивен Кинг HD,Xminimax-st-king,Xminimax-st-king,196,1,60,EPG,OK
Кинозалы,CPS Drama,CPS Drama,,cps-drama,198,1,117,EPG,OK
Кинозалы,CPS Comedy,CPS Comedy,,cps-comedy,212,1,128,EPG,OK
Кинозалы,CPS Action,CPS Action,,cps-action,196,1,115,EPG,OK
Кинозалы,CPS Western,CPS Western,,cps-western,77,0,0,,NO_CURRENT_PROGRAMME;NO_NEXT_PROGRAMME
Кинозалы,CPS Mix,CPS Mix,,cps-mix,226,1,115,EPG,OK
Кинозалы,CPS Fiction,CPS Fiction,,cps-fiction,202,1,119,EPG,OK
Кинозалы,CPS Anime,CPS Anime,,cps-anime,208,1,92,EPG,OK
USSR,CPS USSR,CPS USSR,,cps-ussr,181,1,94,EPG,OK
Кинозалы,CPS Fresh,CPS Fresh,,cps-fresh,129,1,48,EPG,OK
Кинозалы,CPS Oscar,CPS Oscar,,cps-oscar,145,1,79,EPG,OK
Кинозалы,CPS Detective,CPS Detective,,cps-detective,209,1,125,EPG,OK
Кинозалы,CPS Jackie Chan,CPS Jackie Chan,,cps-jackie-chan,132,1,48,EPG,OK
Кинозалы,Velilla TV Домашний HD,Velilla TV Домашний HD,velillatvdomashniy,velillatvdomashniy,105,1,33,EPG,OK
Кинозалы,Velilla TV Вестерн HD,Velilla TV Вестерн HD,velillatvwestern,velillatvwestern,101,1,31,EPG,OK
Кинозалы,Velilla TV Action War Films HD,Velilla TV Action War Films HD,actionwarfilms,actionwarfilms,162,1,55,EPG,OK
Кинозалы,Velilla TV Новогодний,Velilla TV Новогодний,velillanewyear,velillanewyear,95,1,29,EPG,OK
Кино 4K,BCU Ultra 4K,BCU Ultra 4K,Xbcu-ultra4k,Xbcu-ultra4k,99,1,31,EPG,OK
Кино 4K,BCU Premiere Ultra 4K,BCU Premiere Ultra 4K,Xbcu-premiere-4k,Xbcu-premiere-4k,90,1,22,EPG,OK
Кино 4K,BCU Праздники HDR,BCU Праздники HDR,,bcu-prazdniki-hdr,471,1,148,EPG,OK
Кино 4K,Кино UHD 4k,Кино UHD 4k,Xkino-ultra-hd,Xkino-ultra-hd,140,1,42,EPG,OK
Кино 4K,CineMan Relax 4K,CineMan Relax 4K,Xcineman-relax,Xcineman-relax,89,1,17,EPG,OK
Кино 4K,BOX Premiere 4K,BOX Premiere 4K,Xbox-premiere4k,Xbox-premiere4k,111,1,38,EPG,OK
Кино 4K,BOX Serial 4K,BOX Serial 4K,Xbox-serial4k,Xbox-serial4k,203,1,61,EPG,OK
Кино 4K,BOX Remast+ 4K,BOX Remast+ 4K,Xbox-remast-plus-4k.png,Xbox-remast-plus-4k.png,107,1,33,EPG,OK
Кино 4K,BOX Remast 4K,BOX Remast 4K,Xbox-remast-4k,Xbox-remast-4k,107,1,33,EPG,OK
Кино 4K,BOX Relax 4K,BOX Relax 4K,Xbox-relax,Xbox-relax,16,1,5,EPG,OK
Кино 4K,YOSSO-4K,YOSSO-4K,Xyosso-4k,Xyosso-4k,94,1,29,EPG,OK
Кино 4K,Bear TV МегаКадр UHD,Bear TV МегаКадр UHD,000101_MegaKadr,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Золотой ЭкранUHD,Bear TV Золотой ЭкранUHD,000102_GoldenScreen,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноВремя UHD,Bear TV КиноВремя UHD,000104_KinoTime,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноМир UHD,Bear TV КиноМир UHD,000105_SerialWorld,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Хитовый Экран UHD,Bear TV Хитовый Экран UHD,000109_SerialHit,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Фильмонавт UHD,Bear TV Фильмонавт UHD,000110_Filmonavt,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноГоризонт UHD,Bear TV КиноГоризонт UHD,000113_KinoHorizon,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Сюжет ТВ UHD,Bear TV Сюжет ТВ UHD,000115_SyuzhetTV,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Кадр Плюс UHD,Bear TV Кадр Плюс UHD,000116_KadrPlus,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноПульс UHD,Bear TV КиноПульс UHD,000117_KinoPulse,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Экран 24 UHD,Bear TV Экран 24 UHD,000121_Ekran24,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Ночной Сеанс UHD,Bear TV Ночной Сеанс UHD,000130_NightSeans,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Премьера Live UHD,Bear TV Премьера Live UHD,000131_PremiereLive,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноМаршрут UHD,Bear TV КиноМаршрут UHD,000132_KinoMarshrut,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Легенды Экрана UHD,Bear TV Легенды Экрана UHD,000133_LegendsEkrana,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноВолна UHD,Bear TV КиноВолна UHD,000135_MovieWave,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноОрбита UHD,Bear TV КиноОрбита UHD,000137_CinemaOrbit,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Галактика Кино UHD,Bear TV Галактика Кино UHD,000139_FilmGalaxy,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноСфера UHD,Bear TV КиноСфера UHD,000141_KinoSphere,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноДрайв UHD,Bear TV КиноДрайв UHD,000143_KinoDrive,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Блокбастер ТВ UHD,Bear TV Блокбастер ТВ UHD,000144_BlockbusterTV,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Фильм Канал UHD,Bear TV Фильм Канал UHD,000199_FilmKanal,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноЛиния UHD,Bear TV КиноЛиния UHD,000201_KinoLine,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноЗвезда UHD,Bear TV КиноЗвезда UHD,000202_MovieStar,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноАрена UHD,Bear TV КиноАрена UHD,000203_KinoArena,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Экран Будущего UHD,Bear TV Экран Будущего UHD,000204_EkranFuture,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Кино Нова UHD,Bear TV Кино Нова UHD,000205_CinemaNova,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноФокус UHD,Bear TV КиноФокус UHD,000206_KinoFocus,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV ФильмПоток UHD,Bear TV ФильмПоток UHD,000207_FilmPotok,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноМикс UHD,Bear TV КиноМикс UHD,000208_KinoMix,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноКлассика UHD,Bear TV КиноКлассика UHD,000209_KinoClassic,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV СуперСеанс UHD,Bear TV СуперСеанс UHD,000210_SuperSeans,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноДом  UHD,Bear TV КиноДом  UHD,000211_HDKinoDom,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноПланета UHD,Bear TV КиноПланета UHD,000212_KinoPlanet,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноНочь UHD,Bear TV КиноНочь UHD,000213_MovieNight,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноПортал UHD,Bear TV КиноПортал UHD,000214_KinoPortal,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Экран Премиум UHD,Bear TV Экран Премиум UHD,000215_EkranPremium,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноСвет UHD,Bear TV КиноСвет UHD,000216_KinoSvet,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV ФильмЭкспресс UHD,Bear TV ФильмЭкспресс UHD,000217_FilmExpress,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Парк Кино UHD,Bear TV Парк Кино UHD,000218_SerialPark,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Время Кино UHD,Bear TV Время Кино UHD,000219_CinemaTime,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноМаяк UHD,Bear TV КиноМаяк UHD,000220_KinoMayak,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноБаза UHD,Bear TV КиноБаза UHD,000221_KinoBaza,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV ФильмЗона UHD,Bear TV ФильмЗона UHD,000222_FilmZone,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноИмперия UHD,Bear TV КиноИмперия UHD,000223_KinoEmpire,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Экран Хит UHD,Bear TV Экран Хит UHD,000224_EkranHit,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Линия Кино UHD,Bear TV Линия Кино UHD,000225_MovieLine,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV КиноРитм UHD,Bear TV КиноРитм UHD,000226_KinoRhythm,,0,0,0,,NO_MAPPING
Кино 4K,Bear TV Сеанс 24/7 UHD,Bear TV Сеанс 24/7 UHD,000227_Seans247,,0,0,0,,NO_MAPPING
