playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence,accuracy_status,accuracy_reason,evidence_url,quarantine
BOX Serial HD,Xbox-serial,Xbox-serial,Кинозалы,,tvteam,ch2301,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVPlay Игра Престолов HD,,ch3768,Кинозалы,,tvteam,ch3768,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVPlay Космический,,ch3771,Кинозалы,,tvteam,ch3771,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
KLI Fantasy HD,Xklifantasy,Xklifantasy,Кинозалы,,tvteam,ch4074,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Морские дьяволы HD,velillatvseadevils,velillatvseadevils,Кинозалы,,tvteam,ch3152,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Морские дьяволы 2 HD,velillatvseadevilsparttwo,velillatvseadevilsparttwo,Кинозалы,,tvteam,ch2874,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Русский Сериал HD,velillaruserial,velillaruserial,Кинозалы,,tvteam,ch3137,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Русские Мелодрамы HD,velillarusmelodrama,velillarusmelodrama,Кинозалы,,tvteam,ch2854,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Кухня + Отель «Элеон» HD,velillatvcocina,velillatvcocina,Кинозалы,,tvteam,ch3288,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Домашний HD,velillatvdomashniy,velillatvdomashniy,Кинозалы,,tvteam,ch3138,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Вестерн HD,velillatvwestern,velillatvwestern,Кинозалы,,tvteam,ch3385,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Action War Films HD,actionwarfilms,actionwarfilms,Кинозалы,,tvteam,ch3136,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Мосгаз HD,velillamosgaz,velillamosgaz,Кинозалы,,tvteam,ch3139,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Бандитский Петербург,banditpiter,banditpiter,Кинозалы,,tvteam,ch3824,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Элен и ребята,heleneetlesgarcons,heleneetlesgarcons,Кинозалы,,tvteam,ch3839,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Ситком HD,velillatvsitcom,velillatvsitcom,Кинозалы,,tvteam,ch1619,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV ИП Пирогова HD,velillatvpirogova,velillatvpirogova,Кинозалы,,tvteam,ch3287,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Балабол HD,,ch4149,Кинозалы,,tvteam,ch4149,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Serial 4K,Xbox-serial4k,Xbox-serial4k,Кино 4K,,tvteam,ch2301,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Cinema 4K,velilla4K,velilla4K,Кино 4K,,tvteam,ch3135,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV  The X - Files 4K,velillathexfiles4k,velillathexfiles4k,Кино 4K,,tvteam,ch1617,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1966,worldcup1966,worldcup1966,Спорт,,tvteam,ch4170,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1970,worldcup1970,worldcup1970,Спорт,,tvteam,ch3112,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1974,worldcup1974,worldcup1974,Спорт,,tvteam,ch828,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1978,worldcup1978,worldcup1978,Спорт,,tvteam,ch2116,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1982,worldcup1982,worldcup1982,Спорт,,tvteam,ch3595,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1986,worldcup1986,worldcup1986,Спорт,,tvteam,ch3596,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1998,worldcup1998,worldcup1998,Спорт,,tvteam,ch3297,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1990,worldcup1990,worldcup1990,Спорт,,tvteam,ch3427,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 1994,worldcup1994,worldcup1994,Спорт,,tvteam,ch3157,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 2002,worldcup2002,worldcup2002,Спорт,,tvteam,ch3428,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 2006,worldcup2006,worldcup2006,Спорт,,tvteam,ch3158,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 2010,worldcup2010,worldcup2010,Спорт,,tvteam,ch3159,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 2014,worldcup2014,worldcup2014,Спорт,,tvteam,ch3160,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 2018,worldcup2018,worldcup2018,Спорт,,tvteam,ch3161,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 2022 HD,worldcup2022,worldcup2022,Спорт,,tvteam,ch1084,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV World Cup 2026 HD,worldcup2026,worldcup2026,Спорт,,tvteam,ch4169,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 1984,eurocup1984,eurocup1984,Спорт,,tvteam,ch3155,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 1988,eurocup1988,eurocup1988,Спорт,,tvteam,ch3156,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 1992,eurocup1992,eurocup1992,Спорт,,tvteam,ch1088,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 1996,eurocup1996,eurocup1996,Спорт,,tvteam,ch3426,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 2000,eurocup2000,eurocup2000,Спорт,,tvteam,ch3337,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 2004,eurocup2004,eurocup2004,Спорт,,tvteam,ch3339,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 2008 HD,eurocup2008,eurocup2008,Спорт,,tvteam,ch3822,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 2012 HD,eurocup2012,eurocup2012,Спорт,,tvteam,ch3823,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 2016 HD,eurocup2016,eurocup2016,Спорт,,tvteam,ch3838,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 2020 HD,eurocup2020,eurocup2020,Спорт,,tvteam,ch3819,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV EuroCup 2024 HD,eurocup2024,eurocup2024,Спорт,,tvteam,ch2004,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV FIFA Club World Cup 2025 HD,fifaclubworldcup2025,fifaclubworldcup2025,Спорт,,tvteam,ch3429,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Legendary Matches HD,velillalegendarymatches,velillalegendarymatches,Спорт,,tvteam,ch2036,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
360°,X360-podmoskovie,X360-podmoskovie,Познавательные,,tvteam,ch516,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV CatTV 4K,velillatvcattv,velillatvcattv,Познавательные,,tvteam,ch4171,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Лёва HD,Xliova,Xliova,Детские,,tvteam,ch2080,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Детский HD,velillatvdetskiy,velillatvdetskiy,Детские,,tvteam,ch3296,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Том и Джерри HD,tomandjerry,tomandjerry,Детские,,tvteam,ch3154,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Fashion TV HD,Xfashion-tv,Xfashion-tv,Разное,,tvteam,ch550,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Deluxe Music HD,,ch237,Музыкальные,,tvteam,ch237,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Deluxe Music,,ch237,Музыкальные,,tvteam,ch237,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Eurodance 90s,velillaeurodance90s,velillaeurodance90s,Музыкальные,,tvteam,ch2765,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Russiandance 90s,velillarussiandance90s,velillarussiandance90s,Музыкальные,,tvteam,ch2749,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Magenta Musik Festivals HD,magentamusik,magentamusik,Музыкальные,,tvteam,ch2333,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Pop And Rock Concerts HD,velillapoprockconcerts,velillapoprockconcerts,Музыкальные,,tvteam,ch2767,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Hard And Heavy Concerts HD,velillahardheavyconcerts,velillahardheavyconcerts,Музыкальные,,tvteam,ch2871,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
13th Street,X76766,X76766,Германия,DE,tvteam,ch159,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ORF 1 HD,X76706,X76706,Германия,DE,tvteam,ch330,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ARD alpha HD,,ch1934,Германия,DE,tvteam,ch1934,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
SR Fernsehen HD,,ch1938,Германия,DE,tvteam,ch1938,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый канал,Xpervy,Xpervy,Россия,RU,epgpw-RU,6379,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый канал HD,Xpervy,Xpervy,Россия,RU,epgpw-RU,6379,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый канал Европа,Xpervy-kanal-eu,Xpervy-kanal-eu,Россия,RU,epgpw-RU,7738,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый Канал +8,Xpervy-pl8,Xpervy-pl8,Россия,RU,epgpw-RU,6561,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Россия 24,Xrossia-24,Xrossia-24,Россия,RU,epgpw-RU,5960,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Россия 24 HD,Xrossia-24,Xrossia-24,Россия,RU,epgpw-RU,5960,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТВ Мир,Xntv-mir,Xntv-mir,Россия,RU,epgpw-RU,6130,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТВ3 HD,Xtv3-ru,Xtv3-ru,Россия,RU,epgpw-RU,7657,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТВ3 +2,Xtv3-ru-pl2,Xtv3-ru-pl2,Россия,RU,epgpw-RU,7481,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТВ3 +7,Xtv3-ru-pl7,Xtv3-ru-pl7,Россия,RU,epgpw-RU,7480,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Пятница,Xpiatnica,Xpiatnica,Россия,RU,epgpw-RU,7129,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Пятница HD,Xpiatnica,Xpiatnica,Россия,RU,epgpw-RU,7129,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Пятница +7,piatnica-pl7,piatnica-pl7,Россия,RU,epgpw-RU,6245,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Пятница +4,piatnica-pl4,piatnica-pl4,Россия,RU,epgpw-RU,6246,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Пятница +2,piatnica-pl2,piatnica-pl2,Россия,RU,epgpw-RU,6241,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Ю+,Xyu,Xyu,Россия,RU,epgpw-RU,6947,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Севастополь 24 HD,Xsevastopol-24,Xsevastopol-24,Россия,RU,epgpw-RU,526201,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
КРЫМ 24,Xkrym24,Xkrym24,Россия,RU,epgpw-RU,6911,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТС Севастополь,Xnts-sevastopol,Xnts-sevastopol,Россия,RU,epgpw-RU,5739,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Евпатория 24,Xewpatorya24,Xewpatorya24,Россия,RU,epgpw-RU,564363,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый Севастопольский,Xpervy-sevastopolsky,Xpervy-sevastopolsky,Россия,RU,epgpw-RU,497465,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Симферополь 24,Xsimfer24,Xsimfer24,Россия,RU,epgpw-RU,412226,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Легендарный 24 HD,Xlegendarny24,Xlegendarny24,Россия,RU,epgpw-RU,412659,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Известия HD,Xizvestia,Xizvestia,Россия,RU,epgpw-RU,6766,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ВМЕСТЕ-РФ,Xvmeste-rf,Xvmeste-rf,Россия,RU,epgpw-RU,5988,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Соловьев.Live,Xsolovjinypomiot,Xsolovjinypomiot,Россия,RU,epgpw-RU,354852,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Своё ТВ Ставрополь,Xsvoyo-tv-stavropol,Xsvoyo-tv-stavropol,Россия,RU,epgpw-RU,5911,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ОТВ Екатеринбург,Xotv-eburg,Xotv-eburg,Россия,RU,epgpw-RU,7539,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Астрахань 24,Xastraxan24,Xastraxan24,Россия,RU,epgpw-RU,6714,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Архыз 24,Xarxyz24,Xarxyz24,Россия,RU,epgpw-RU,7598,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Тамыр,Xtamyr,Xtamyr,Россия,RU,epgpw-RU,5966,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Курай,Xkuraj,Xkuraj,Россия,RU,epgpw-RU,7433,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТКР Рязань,Xtrk-ryazan,Xtrk-ryazan,Россия,RU,epgpw-RU,6244,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TV Губерния,Xtv-guberniya,Xtv-guberniya,Россия,RU,epgpw-RU,5912,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Ника ТВ,Xnika-tv,Xnika-tv,Россия,RU,epgpw-RU,7220,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Осетия-Ирыстон,Xosetia-iryston,Xosetia-iryston,Россия,RU,epgpw-RU,450823,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТМ,Xntm,Xntm,Россия,RU,epgpw-RU,5930,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Открытый мир,Xotkryty-mir,Xotkryty-mir,Россия,RU,epgpw-RU,6469,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Первый Ярославский,Xpervy-yaroslavsky,Xpervy-yaroslavsky,Россия,RU,epgpw-RU,7210,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
МТВ Волгоград,Xmtv-volgograd,Xmtv-volgograd,Россия,RU,epgpw-RU,6072,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Аист,Xaist,Xaist,Россия,RU,epgpw-RU,5982,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
12 канал Омск,X12-omsk,X12-omsk,Россия,RU,epgpw-RU,5969,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Катунь 24,Xkatun-24,Xkatun-24,Россия,RU,epgpw-RU,6646,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Енисей регион,Xenisey-region,Xenisey-region,Россия,RU,epgpw-RU,7682,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
С1 Сургут,Xs1-surgut,Xs1-surgut,Россия,RU,epgpw-RU,7201,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
86 Сургут,X86-surgut,X86-surgut,Россия,RU,epgpw-RU,7060,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Волга,Xvolga,Xvolga,Россия,RU,epgpw-RU,7403,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Колыма-Плюс,Xkolyma-plus,Xkolyma-plus,Россия,RU,epgpw-RU,6214,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
БСТ,Xbst,Xbst,Россия,RU,epgpw-RU,5980,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
NEXT-TV,Xnext-tv,Xnext-tv,Россия,RU,epgpw-RU,7137,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Мордовия 24,Xmordovia-24,Xmordovia-24,Россия,RU,epgpw-RU,14383,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТРК Ингушетия,Xntrk-ingushetia,Xntrk-ingushetia,Россия,RU,epgpw-RU,525604,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Брянская Губерния,Xbrianskaya-gubernia,Xbrianskaya-gubernia,Россия,RU,epgpw-RU,6954,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Экспресс,Xexpress,Xexpress,Россия,RU,epgpw-RU,7084,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
РГВК Дагестан,Xrgvk-dagestan,Xrgvk-dagestan,Россия,RU,epgpw-RU,6287,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Грозный,Xgrozny,Xgrozny,Россия,RU,epgpw-RU,564360,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Евразия,Xevrasia,Xevrasia,Россия,RU,epgpw-RU,6292,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТС Иркутск,Xnts-irkutsk,Xnts-irkutsk,Россия,RU,epgpw-RU,6703,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТВ-ИН (Магнитогорск),Xtv-in,Xtv-in,Россия,RU,epgpw-RU,402218,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Алмазный край,Xalmazny-kray,Xalmazny-kray,Россия,RU,epgpw-RU,5932,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Новый век (Тамбов),Xnovy-vek-tambov,Xnovy-vek-tambov,Россия,RU,epgpw-RU,489584,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Салям,Xsalam,Xsalam,Россия,RU,epgpw-RU,409378,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Дзержинск ТВ,Xdzenzhinsk-tv,Xdzenzhinsk-tv,Россия,RU,epgpw-RU,6069,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Якутия 24,Xyakutia24,Xyakutia24,Россия,RU,epgpw-RU,6247,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Прима,Xprima,Xprima,Россия,RU,epgpw-RU,6414,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Тивиком HD,Xtivikom,Xtivikom,Россия,RU,epgpw-RU,7170,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
АСТВ Южно-Сахалинск,Xastvus,Xastvus,Россия,RU,epgpw-RU,528000,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Майдан,Xmaydan,Xmaydan,Россия,RU,epgpw-RU,414530,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Теледом HD,Xteledom,Xteledom,Россия,RU,epgpw-RU,6838,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Shopping Live,X	shopping-live,X	shopping-live,Россия,RU,epgpw-RU,5859,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Самотлор (Нижневартовск),Xsamotlor-nv,Xsamotlor-nv,Россия,RU,epgpw-RU,6595,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Premiere HD 3,Xpremierehd3,Xpremierehd3,Кино,,epgpw-RU,494088,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Kinowood,Xkinowood,Xkinowood,Кино,,epgpw-RU,7475,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Детское Кино International,,556731,Кино,,epgpw-RU,556731,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Кино 1 international,,472377,Кино,,epgpw-RU,472377,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киносезон,,7782,Кино,,epgpw-RU,7782,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Среда,,559839,Кино,,epgpw-RU,559839,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Мосфильм. Золотая коллекция,Xmosfilm,Xmosfilm,Кино,,epgpw-RU,6873,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Cinema,Xcinema-ru,Xcinema-ru,Кино,,epgpw-RU,7629,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТВ3,Xtv3-ru,Xtv3-ru,Кино,,epgpw-RU,7657,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Shot TV,Xshot-tv,Xshot-tv,Кино,,epgpw-RU,6233,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Смотрим 100% Классика,,537983,Кино,,epgpw-RU,537983,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Смотрим 100% Любовь,,537952,Кино,,epgpw-RU,537952,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Смотрим 100% Факты,,537949,Кино,,epgpw-RU,537949,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Смотрим 100% Мужское,,537968,Кино,,epgpw-RU,537968,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Смотрим 100% Праздник,,537944,Кино,,epgpw-RU,537944,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Смотрим 100% Детское,,537974,Кино,,epgpw-RU,537974,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Военное кино,,6378,Кино,,epgpw-RU,6378,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТСВ,Xtcb,Xtcb,Кино,,epgpw-RU,560093,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Movify Series,Xmovify-series,Xmovify-series,Кино,,epgpw-RU,419308,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Кинозал Premiere 1 HD,Xbcu-kinozal-prem-1,Xbcu-kinozal-prem-1,Кинозалы,,epgpw-RU,6605,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Кинозал Premiere 2 HD,Xbcu-kinozal-prem-2,Xbcu-kinozal-prem-2,Кинозалы,,epgpw-RU,454087,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Кинозал Premiere 3 HD,Xbcu-kinozal-prem-3,Xbcu-kinozal-prem-3,Кинозалы,,epgpw-RU,532278,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Ruserial HD,Xbcu-ruserial,Xbcu-ruserial,Кинозалы,,epgpw-RU,556148,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
VeleS Криминальный,veles-criminal,veles-criminal,Кинозалы,,epgpw-RU,563353,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
VeleS Аниме,veles-anime,veles-anime,Кинозалы,,epgpw-RU,563349,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
VeleS Гоблин,veles-goblin,veles-goblin,Кинозалы,,epgpw-RU,563363,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
VeleS Киноплёнка,veles-kinoplenka,veles-kinoplenka,Кинозалы,,epgpw-RU,563346,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
VeleS Dj Set,veles-djset,veles-djset,Кинозалы,,epgpw-RU,563352,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TvBoom.ViP,,474820,Кинозалы,,epgpw-RU,474820,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Глухарь + Карпов,Xcineman-gluhar,Xcineman-gluhar,Кинозалы,,epgpw-RU,85474,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVPlay Indian Cinema,,475481,Кинозалы,,epgpw-RU,475481,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVPlay Авторский перевод HD,,475473,Кинозалы,,epgpw-RU,475473,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVPlay АЛЬФ,,475468,Кинозалы,,epgpw-RU,475468,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
TVPlay Лихие 90е Сериал,,554884,Кинозалы,,epgpw-RU,554884,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Счастливы вместе,velillahappytogether,velillahappytogether,Кинозалы,,epgpw-RU,440198,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Velilla TV Новогодний,velillanewyear,velillanewyear,Кинозалы,,epgpw-RU,537445,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bear TV МегаКадр RU UHD,000101_MegaKadr,000101_MegaKadr,Кино 4K,,epgpw-RU,564971,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bear TV Золотой Экран RU UHD,000102_GoldenScreen,000102_GoldenScreen,Кино 4K,,epgpw-RU,564932,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bear TV КиноВремя RU UHD,000104_KinoTime,000104_KinoTime,Кино 4K,,epgpw-RU,564920,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bear TV КиноМир RU UHD,000105_SerialWorld,000105_SerialWorld,Кино 4K,,epgpw-RU,565039,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bear TV Хитовый Экран RU UHD,000109_SerialHit,000109_SerialHit,Кино 4K,,epgpw-RU,565046,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bear TV Фильмонавт RU UHD,000110_Filmonavt,000110_Filmonavt,Кино 4K,,epgpw-RU,564980,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bear TV КиноГоризонт RU UHD,000113_KinoHorizon,000113_KinoHorizon,Кино 4K,,epgpw-RU,565019,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
