playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence,accuracy_status,accuracy_reason,evidence_url,quarantine
НТН HD,Xntn-ua,Xntn-ua,Украинские,UA,openbox-tsd,ntn,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Интер,Xinter-ua,Xinter-ua,Украинские,UA,openbox-tsd,inter,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Интер HD,Xinter-ua,Xinter-ua,Украинские,UA,openbox-tsd,inter,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Интер+,Xinter-plus-ua,Xinter-plus-ua,Украинские,UA,openbox-tsd,inter,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Интер+ HD,Xinter-plus-ua,Xinter-plus-ua,Украинские,UA,openbox-tsd,inter,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТЕТ,Xtet-ua,Xtet-ua,Украинские,UA,openbox-tsd,tet,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТЕТ HD,Xtet-ua,Xtet-ua,Украинские,UA,openbox-tsd,tet,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
К1,Xk1-ua,Xk1-ua,Украинские,UA,openbox-tsd,k-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
К1 HD,Xk1-ua,Xk1-ua,Украинские,UA,openbox-tsd,k-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
К2,Xk2-ua,Xk2-ua,Украинские,UA,openbox-tsd,k-2,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
К2 HD,Xk2-ua,Xk2-ua,Украинские,UA,openbox-tsd,k-2,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Фронт,Xfront-ua,Xfront-ua,Украинские,UA,openbox-tsd,front,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Гумор+,,gumor,Украинские,UA,openbox-tsd,gumor,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Прямий HD,Xpriamyj,Xpriamyj,Украинские,UA,openbox-tsd,pryamiy,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ATR,Xatr-ua,Xatr-ua,Украинские,UA,openbox-tsd,atr,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Мега HD,Xmega-ua,Xmega-ua,Украинские,UA,openbox-tsd,mega,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Мега,Xmega-ua,Xmega-ua,Украинские,UA,openbox-tsd,mega,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Оце HD,Xotse,Xotse,Украинские,UA,openbox-tsd,oce,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Рада,Xrada-ua,Xrada-ua,Украинские,UA,openbox-tsd,rada,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Бігуді,Xbigudi,Xbigudi,Украинские,UA,openbox-tsd,bigudi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Кус-кус,Xkus-kus,Xkus-kus,Украинские,UA,openbox-tsd,kus-kus,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Zoom HD,Xzoom-ua,Xzoom-ua,Украинские,UA,openbox-tsd,zoom,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Zoom,Xzoom-ua,Xzoom-ua,Украинские,UA,openbox-tsd,zoom,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Суспільне Полтава,suspilne-poltava,suspilne-poltava,Украинские,UA,openbox-tsd,ua-poltava,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
UA:Культура,Xkultura-ua,Xkultura-ua,Украинские,UA,openbox-tsd,ua-kultura,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
UA: Херсон,Xua-xerson,Xua-xerson,Украинские,UA,openbox-tsd,ua-herson,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ТВА,Xtva-ua,Xtva-ua,Украинские,UA,openbox-tsd,tva,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
РАІ,Xraiua,Xraiua,Украинские,UA,openbox-tsd,rai,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Рівне-1,Xrivne1,Xrivne1,Украинские,UA,openbox-tsd,rivne-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Сварожичи,,svarozhichi,Украинские,UA,openbox-tsd,svarozhichi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
C4 (Чернівці),,c4-chernivci,Украинские,UA,openbox-tsd,c4-chernivci,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Viju+ Serial HD,Xvip-serial,Xvip-serial,Кино,,openbox-tsd,vip-serial,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Viju+ Comedy HD,Xvip-comedy,Xvip-comedy,Кино,,openbox-tsd,vip-comedy,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
KION Хит,Xkion-xit,Xkion-xit,Кино,,openbox-tsd,kion-hit,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Страшное HD,Xstrashnoe-hd,Xstrashnoe-hd,Кино,,openbox-tsd,strashnoe-hd,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киноужас HD,Xkinouzhas,Xkinouzhas,Кино,,openbox-tsd,kinouzhas,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Про Любовь HD,Xpro-lyubov,Xpro-lyubov,Кино,,openbox-tsd,pro-lyubov,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Кинопремьера HD,Xkinopremiera-hd,Xkinopremiera-hd,Кино,,openbox-tsd,kinopremera,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Камеди HD,Xkamedi,Xkamedi,Кино,,openbox-tsd,kamedi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Кинохит,Xkinoxit,Xkinoxit,Кино,,openbox-tsd,kinohit,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киносемья,Xkinosemiya,Xkinosemiya,Кино,,openbox-tsd,kinosemya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киносемья HD,Xkinosemiya,Xkinosemiya,Кино,,openbox-tsd,kinosemya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киносвидание,Xkinosvidanie,Xkinosvidanie,Кино,,openbox-tsd,kinosvidanie,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Кинокомедия,Xkinokomedia,Xkinokomedia,Кино,,openbox-tsd,kinokomediya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Лавстори HD,Xlavstori,Xlavstori,Кино,,openbox-tsd,lavstori,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AMEDIA 1 HD,Xamedia1,Xamedia1,Кино,,openbox-tsd,amedia-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Amedia 1,Xamedia1,Xamedia1,Кино,,openbox-tsd,amedia-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Amedia 2,Xamedia2,Xamedia2,Кино,,openbox-tsd,amedia-2,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AMEDIA Premium HD,Xamedia-premium,Xamedia-premium,Кино,,openbox-tsd,amedia-premium-hd,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Amedia premium,Xamedia-premium,Xamedia-premium,Кино,,openbox-tsd,amedia-premium-hd,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
.black,Xsony-turbo,Xsony-turbo,Кино,,openbox-tsd,black,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
.red SD,Xsony-enter,Xsony-enter,Кино,,openbox-tsd,red,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
.red HD,Xsony-tv,Xsony-tv,Кино,,openbox-tsd,red,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
AMC,Xamc,Xamc,Кино,,openbox-tsd,amc,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Premiere HD 1,Xpremierehd1,Xpremierehd1,Кино,,openbox-tsd,premiere-hd-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Premiere HD 4,Xpremierehd4,Xpremierehd4,Кино,,openbox-tsd,premiere-hd-4,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bollywood HD,Xbollywood-hd,Xbollywood-hd,Кино,,openbox-tsd,bollywood,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Hollywood HD,Xhollywood-hd,hollywood-hd,Кино,,openbox-tsd,hollywood-hd,alias,100,verified,researched exact alias,,False
TV XXI,Xtvxxi,Xtvxxi,Кино,,openbox-tsd,tv-21,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Epic,Xepic,Xepic,Кино,,openbox-tsd,epic,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТВ Сериал,Xntv-serial,Xntv-serial,Кино,,openbox-tsd,ntv-serial,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НТВ Хит,Xntv-xit,Xntv-xit,Кино,,openbox-tsd,ntv-hit,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киносат,Xkinosat,Xkinosat,Кино,,openbox-tsd,kinosat,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Кино ТВ HD,Xkino-tv,Xkino-tv,Кино,,openbox-tsd,kino-tv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Cine+ HD,Xcine-plus,Xcine-plus,Кино,,openbox-tsd,cine-plus,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Cine+ Hit HD,Xcine-plus-hit-hd,Xcine-plus-hit-hd,Кино,,openbox-tsd,cine-plus-hit,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Cine+ Legend,Xcine-plus-ledend,Xcine-plus-ledend,Кино,,openbox-tsd,cine-plus-legend,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Твоє Кіно Хіт,Xtvoje-kino-xit,Xtvoje-kino-xit,Кино,,openbox-tsd,tvoe-kino-hit,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Твоє Кіно Action,Xtvoje-kino-action,Xtvoje-kino-action,Кино,,openbox-tsd,tvoe-kino-action,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Твоє Кіно Relax,Xtvoje-kino-relax,Xtvoje-kino-relax,Кино,,openbox-tsd,tvoe-kino-relax,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
4ever Theater HD,X4ever-theater,X4ever-theater,Кино,,openbox-tsd,4ever-theater,alias,100,verified,researched exact alias,,False
4ever Cinema HD,X4ever-cinema,X4ever-cinema,Кино,,openbox-tsd,4ever-cinema,alias,100,verified,researched exact alias,,False
4ever Drama HD,X4ever-drama,X4ever-drama,Кино,,openbox-tsd,4ever-drama,alias,100,verified,researched exact alias,,False
FilmUA Drama,Xfilmua-drama,Xfilmua-drama,Кино,,openbox-tsd,filmua-drama,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Тайна,,tayna,Кино,,openbox-tsd,tayna,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киноман,,kinosat,Кино,,openbox-tsd,kinosat,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
DetectiveJam,Xdetectivejam,Xdetectivejam,Кино,,openbox-tsd,detectivejam,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
FamilyJam,Xfamilyjam,Xfamilyjam,Кино,,openbox-tsd,familyjam,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
FilmBox,Xfilmbox-ru,Xfilmbox-ru,Кино,,openbox-tsd,filmbox,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
FilmBox Arthouse,Xfilmbox-arthouse,Xfilmbox-arthouse,Кино,,openbox-tsd,filmbox-arthouse,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Дорама,Xdorama,Xdorama,Кино,,openbox-tsd,dorama,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Дорама HD,Xdorama,Xdorama,Кино,,openbox-tsd,dorama,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Bolt HD,Xbolt-ru,Xbolt-ru,Кино,,openbox-tsd,bolt-ru,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
KinoLiving HD,Xkinoliving,Xkinoliving,Кино,,openbox-tsd,kinoliving,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Kinosweet,Xkinosweet,Xkinosweet,Кино,,openbox-tsd,kinosweet,alias,100,verified,researched exact alias,,False
Kino 1,Xkino-1,Xkino-1,Кино,,openbox-tsd,kino-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Kino 24,Xkino-24,Xkino-24,Кино,,openbox-tsd,kino-24,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
ProKino,Xprokino,Xprokino,Кино,,openbox-tsd,prokino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Кинеко,Xkineko,Xkineko,Кино,,openbox-tsd,kineko,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Родное кино,Xrodnoe-kino,Xrodnoe-kino,Кино,,openbox-tsd,rodnoe-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Дом Кино,Xdomkino,Xdomkino,Кино,,openbox-tsd,dom-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Дом кино премиум HD,Xdomkino-premium,Xdomkino-premium,Кино,,openbox-tsd,dom-kino-premium,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Еврокино,Xevrokino,Xevrokino,Кино,,openbox-tsd,evrokino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Русский роман,Xrussky-roman,Xrussky-roman,Кино,,openbox-tsd,russkiy-roman,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Русский Иллюзион,Xrussky-illuzion,Xrussky-illuzion,Кино,,openbox-tsd,russkiy-illyuzion,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Мосфильм HD,Xmosfilm,Xmosfilm,Кино,,openbox-tsd,mosfilm,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Иллюзион +,Xilluzion-plus,Xilluzion-plus,Кино,,openbox-tsd,illyuzion-plus,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Мужское кино,Xmuzhskoe-kino,Xmuzhskoe-kino,Кино,,openbox-tsd,muzhskoe-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Наше новое кино,Xnashe-novoe-kino,Xnashe-novoe-kino,Кино,,openbox-tsd,nashe-novoe-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Победа,Xpobeda,Xpobeda,Кино,,openbox-tsd,pobeda,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
День Победы HD,Xdenpobedy,Xdenpobedy,Кино,,openbox-tsd,den-pobedi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Русский бестселлер,Xrussky-bestseller,Xrussky-bestseller,Кино,,openbox-tsd,russkiy-bestseller,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Русский детектив,Xrussky-detektiv,Xrussky-detektiv,Кино,,openbox-tsd,russkiy-detektiv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киномикс,Xkinomiks,Xkinomiks,Кино,,openbox-tsd,kinomiks,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Киносерия,Xkinoseria,Xkinoseria,Кино,,openbox-tsd,kinoseriya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Любимое кино HD,Xlubimoe-kino,Xlubimoe-kino,Кино,,openbox-tsd,lyubimoe-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Любимое кино,Xlubimoe-kino,Xlubimoe-kino,Кино,,openbox-tsd,lyubimoe-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Мир сериала,Xmir-seriala,Xmir-seriala,Кино,,openbox-tsd,mir-seriala,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Индийское Кино,Xindiyskoe-kino,Xindiyskoe-kino,Кино,,openbox-tsd,indiyskoe-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Феникс+ Кино,Xfeniks-plus-kino,Xfeniks-plus-kino,Кино,,openbox-tsd,feniks-plus-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
НСТ,Xnst,Xnst,Кино,,openbox-tsd,nst,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Russian Extreme Ultra HD,Xrussian-extreme-uhd,Xrussian-extreme-uhd,Кино,,openbox-tsd,ultra-rex,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Kino 2 HD,,kino-2,Кино,,openbox-tsd,kino-2,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Патриот,,patriot,Кино,,openbox-tsd,patriot,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Vesna HD,,vesna,Кино,,openbox-tsd,vesna,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Action HD,Xbcu-action,Xbcu-action,Кинозалы,,openbox-tsd,bcu-action,alias,100,verified,researched exact alias,,False
BCU Reality HD,Xbcu-reality,Xbcu-reality,Кинозалы,,openbox-tsd,bcu-reality,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU FilMystic HD,Xbcu-filmystic,Xbcu-filmystic,Кинозалы,,openbox-tsd,bcu-filmystic,alias,100,verified,researched exact alias,,False
BCU Marvel OLD,,bcu-marvel,Кинозалы,,openbox-tsd,bcu-marvel,alias,100,verified,researched exact alias,,False
BCU Premiere HD,Xbcu-premiere,Xbcu-premiere,Кинозалы,,openbox-tsd,bcu-premiere,alias,100,verified,researched exact alias,,False
BCU Romantic HD,Xbcu-romantic,Xbcu-romantic,Кинозалы,,openbox-tsd,bcu-romantic,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Russia 90s HD,,bcu-russia-90s,Кинозалы,,openbox-tsd,bcu-russia-90s,alias,100,verified,researched exact alias,,False
BCU TruMotion HD,Xbcu-trumotion,Xbcu-trumotion,Кинозалы,,openbox-tsd,bcu-trumotion,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Survival HD,Xbcu-survival,Xbcu-survival,Кинозалы,,openbox-tsd,bcu-survival,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU СВАТЫ HD,Xbcu-svaty,Xbcu-svaty,Кинозалы,,openbox-tsd,bcu-svati-4k,alias,100,verified,researched exact alias,,False
BCU Criminal HD,Xbcu-criminal,Xbcu-criminal,Кинозалы,,openbox-tsd,bcu-criminal,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Premiere 1 HDR,,bcu-premiere-1,Кинозалы,,openbox-tsd,bcu-premiere-1,alias,100,verified,researched exact alias,,False
BCU Premiere 2 HDR,,bcu-premiere-2,Кинозалы,,openbox-tsd,bcu-premiere-2,alias,100,verified,researched exact alias,,False
BCU Premiere 3 HDR,Xbcu-media-3-hdr,Xbcu-media-3-hdr,Кинозалы,,openbox-tsd,bcu-premiere-3,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Reality OLD,,bcu-reality,Кинозалы,,openbox-tsd,bcu-reality,alias,100,verified,researched exact alias,,False
BCU Comedy OLD,,bcu-comedy,Кинозалы,,openbox-tsd,bcu-comedy,alias,100,verified,researched exact alias,,False
BCU Survival OLD,,bcu-survival,Кинозалы,,openbox-tsd,bcu-survival,alias,100,verified,researched exact alias,,False
BCU Romantic OLD,,bcu-romantic,Кинозалы,,openbox-tsd,bcu-romantic,alias,100,verified,researched exact alias,,False
BCU Premiere HDR,,bcu-premiere,Кинозалы,,openbox-tsd,bcu-premiere,alias,100,verified,researched exact alias,,False
BCU Action HDR,,bcu-action,Кинозалы,,openbox-tsd,bcu-action,alias,100,verified,researched exact alias,,False
BCU FilMystic HDR,,bcu-filmystic,Кинозалы,,openbox-tsd,bcu-filmystic,alias,100,verified,researched exact alias,,False
BCUMEDIA_3_HDR,,bcu-media-3,Кинозалы,,openbox-tsd,bcu-media-3,alias,100,verified,researched exact alias,,False
BCU_BIOGRAPHY_HDR,,bcu-biography,Кинозалы,,openbox-tsd,bcu-biography,alias,100,verified,researched exact alias,,False
VeleS Наше Кино,veles-our-cinema,veles-our-cinema,Кинозалы,,openbox-tsd,veles-nashe-kino,alias,100,verified,researched exact alias,,False
VeleS Вестерн,veles-vestern,veles-vestern,Кинозалы,,openbox-tsd,veles-vestern,alias,100,verified,researched exact alias,,False
VeleS 60FPS,Xveles-60fps,Xveles-60fps,Кинозалы,,openbox-tsd,veles-60fps,alias,100,verified,researched exact alias,,False
VeleS Комедия,veles-comedy,veles-comedy,Кинозалы,,openbox-tsd,veles-komediya,alias,100,verified,researched exact alias,,False
VeleS Триллер,veles-triller,veles-triller,Кинозалы,,openbox-tsd,veles-triller,alias,100,verified,researched exact alias,,False
VeleS Семейный,veles-family,veles-family,Кинозалы,,openbox-tsd,veles-semeyniy,alias,100,verified,researched exact alias,,False
VeleS Киносерия,veles-kinoseries,veles-kinoseries,Кинозалы,,openbox-tsd,veles-kinoseries,alias,100,verified,researched exact alias,,False
VeleS Premiere,veles-premiere,veles-premiere,Кинозалы,,openbox-tsd,veles-premiere,alias,100,verified,researched exact alias,,False
VeleS Страшное,veles-strashnoe,veles-strashnoe,Кинозалы,,openbox-tsd,veles-strashnoe,alias,100,verified,researched exact alias,,False
VeleS СССР,veles-ussr,veles-ussr,Кинозалы,,openbox-tsd,veles-ussr,alias,100,verified,researched exact alias,,False
VeleS Kids,veles-kids,veles-kids,Кинозалы,,openbox-tsd,veles-kids,alias,100,verified,researched exact alias,,False
Fresh Soviet,Xfresh-soviet,Xfresh-soviet,Кинозалы,,openbox-tsd,fresh-soviet,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Fresh Series,Xfresh-series,Xfresh-series,Кинозалы,,openbox-tsd,fresh-series,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
Fresh Fantastic,Xfresh-fantastic,Xfresh-fantastic,Кинозалы,,openbox-tsd,fresh-fantastic,alias,100,verified,researched exact alias,,False
Fresh VHS,Xfresh-vhs,Xfresh-vhs,Кинозалы,,openbox-tsd,fresh-vhs,alias,100,verified,researched exact alias,,False
Fresh Rating,Xfresh-rating,Xfresh-rating,Кинозалы,,openbox-tsd,fresh-rating,alias,100,verified,researched exact alias,,False
Fresh Family,Xfresh-family,Xfresh-family,Кинозалы,,openbox-tsd,fresh-family,alias,100,verified,researched exact alias,,False
Fresh Premiere,Xfresh-premiere,Xfresh-premiere,Кинозалы,,openbox-tsd,fresh-premiere,alias,100,verified,researched exact alias,,False
Fresh Comedy,Xfresh-comedy,Xfresh-comedy,Кинозалы,,openbox-tsd,fresh-comedy,alias,100,verified,researched exact alias,,False
Fresh Kids,Xfresh-kids,Xfresh-kids,Кинозалы,,openbox-tsd,fresh-kids,alias,100,verified,researched exact alias,,False
Fresh Cinema,Xfresh-cinema,Xfresh-cinema,Кинозалы,,openbox-tsd,fresh-cinema,alias,100,verified,researched exact alias,,False
Fresh Horror,Xfresh-horror,Xfresh-horror,Кинозалы,,openbox-tsd,fresh-horror,alias,100,verified,researched exact alias,,False
Fresh Adventure,Xfresh-adventure,Xfresh-adventure,Кинозалы,,openbox-tsd,fresh-adventure,alias,100,verified,researched exact alias,,False
Fresh Romantic,Xfresh-romatic,Xfresh-romatic,Кинозалы,,openbox-tsd,fresh-romantic,alias,100,verified,researched exact alias,,False
Fresh Russian,Xfresh-russian,Xfresh-russian,Кинозалы,,openbox-tsd,fresh-russian,alias,100,verified,researched exact alias,,False
Fresh Thriller,Xfresh-thriller,Xfresh-thriller,Кинозалы,,openbox-tsd,fresh-thriller,alias,100,verified,researched exact alias,,False
YOSSO TV Русские фильмы,Xyosso-rusfilm,Xyosso-rusfilm,Кинозалы,,openbox-tsd,yosso-tv-russkie-filmi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
YOSSO TV Советские фильмы,Xyosso-sovfilm,Xyosso-sovfilm,Кинозалы,,openbox-tsd,yosso-tv-sovetskie-filmi,alias,100,verified,researched exact alias,,False
YOSSO TV New Кино,Xyosso-newkino,Xyosso-newkino,Кинозалы,,openbox-tsd,yosso-tv-new-kino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
YOSSO TV Трагичное,Xyosso-tragic,Xyosso-tragic,Кинозалы,,openbox-tsd,yosso-tv-tragichnoe,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
YOSSO TV Забавное,Xyosso-zabavno,Xyosso-zabavno,Кинозалы,,openbox-tsd,yosso-tv-zabavnoe,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
YOSSO TV Ковбойское,Xyosso-cowboy,Xyosso-cowboy,Кинозалы,,openbox-tsd,yosso-tv-kovboyskoe,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
YOSSO TV Thriller,Xyosso-thriller,Xyosso-thriller,Кинозалы,,openbox-tsd,yosso-tv-thriller,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MYTV,XMyTVmytv-0,XMyTVmytv-0,Кинозалы,,openbox-tsd,mytv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MYTV 2,XMyTVmytv2-1,XMyTVmytv2-1,Кинозалы,,openbox-tsd,mytv-2,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MYTV 3,XMyTVmytv3-2,XMyTVmytv3-2,Кинозалы,,openbox-tsd,mytv-3,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MYTV HIT,XMyTVmytvhit-3,XMyTVmytvhit-3,Кинозалы,,openbox-tsd,mytv-hit,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan,Xcineman,Xcineman,Кинозалы,,openbox-tsd,cineman,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Action,Xcineman-action,Xcineman-action,Кинозалы,,openbox-tsd,cineman-action,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Комедия,Xcineman-comedy,Xcineman-comedy,Кинозалы,,openbox-tsd,cineman-komediya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Катастрофы,Xcineman-katastrofy,Xcineman-katastrofy,Кинозалы,,openbox-tsd,cineman-katastrofi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Лесник,Xcineman-lesnik,Xcineman-lesnik,Кинозалы,,openbox-tsd,cineman-lesnik,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Marvel,Xcineman-marvel,Xcineman-marvel,Кинозалы,,openbox-tsd,cineman-marvel,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Melodrama,Xcineman-melodrama,Xcineman-melodrama,Кинозалы,,openbox-tsd,cineman-melodrama,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Ментовские Войны,Xcineman-musw,Xcineman-musw,Кинозалы,,openbox-tsd,cineman-ment-voyni,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan MiniSeries,Xcineman-miniseries,Xcineman-miniseries,Кинозалы,,openbox-tsd,cineman-miniseries,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
